customer_id,full_name,customer_type,birth_date,gender,email,phone,address,social_channels,source,tags,notes,created_at,updated_at,lifecycle_stage
764,Bùi Hữu Ngọc,Mới,2006-03-11,Nam,bui.huu.ngoc@gmail.com,348413432,"Angel Lý Sơn Coffee & Homestay, Địa chỉ: Lý Sơn, Quảng Ngãi 570000, Số điện thoại: 0987 661 005, https://www.google.com/maps/place/Angel+L%C3%BD+S%C6%A1n+Coffee+%26+Homestay/data=!4m10!3m9!1s0x31683f5651a5a023:0xa1dc216f2933c31c!5m2!4m1!1i4!8m2!3d15.37069","{""tiktok"": ""tiktok.com/bui_huu_ngoc88"", ""instagram"": ""instagram.com/bui_huu_ngoc52"", ""zalo"": ""zalo.com/bui_huu_ngoc82"", ""preferred"": ""tiktok""}",Social,"[""livestream-fan"", ""niacinamide""]",,2025-08-28 20:10:07,2025-09-02 04:49:02,Lead
765,Phan Ngọc Phương,Mới,1981-06-04,Nam,phan.ngoc.phuong@icloud.com,835674541,"Nhà Thuốc FPT Long Châu, Địa chỉ: 27 Phạm Huy Quang, Đông Hưng, Thái Bình, Số điện thoại: 1800 6928, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3135f129e992b99d:0x919eb306fb6d0da0!8m2!3d20.552576!4d106.35","{""tiktok"": ""tiktok.com/phan_ngoc_phuong53"", ""zalo"": ""zalo.com/phan_ngoc_phuong8"", ""preferred"": ""facebook""}",Walk-in,"[""retinol""]",,2024-12-14 11:45:50,2025-03-31 12:03:24,Prospect
768,Nguyễn Quốc Kim,Trung bình,1981-08-19,Nam,nguyen.quoc.kim@yahoo.com,793189773,"Khách Sạn Ngọc Loan, Địa chỉ: 51/31 793/55 Trần Xuân Soạn, Tân Kiểng, Quận 7, Hồ Chí Minh, Số điện thoại: 028 3775 5359, https://www.google.com/maps/place/Kh%C3%A1ch+S%E1%BA%A1n+Ng%E1%BB%8Dc+Loan/data=!4m10!3m9!1s0x31752f0ca3013bdd:0x57390f099856ad3!5m2!4","{""tiktok"": ""tiktok.com/nguyen_quoc_kim24"", ""instagram"": ""instagram.com/nguyen_quoc_kim92"", ""zalo"": ""zalo.com/nguyen_quoc_kim12"", ""preferred"": ""tiktok""}",Ads,"[""ship-nhanh"", ""retinol""]",,2025-05-21 00:41:41,2025-06-27 05:54:00,Prospect
769,Ngô Ngọc Trang,Trung bình,1991-11-26,Nữ,ngo.ngoc.trang@hotmail.com,586375922,"Coralina Hotel & Spa Tuy Hòa, Địa chỉ: 335 Lê Duẩn, Phường7, Tuy Hòa, Phú Yên, Số điện thoại: 0257 3866 869, https://www.google.com/maps/place/Coralina+Hotel+%26+Spa+Tuy+H%C3%B2a/data=!4m10!3m9!1s0x316fed5290e1b135:0x7348676344d74dfe!5m2!4m1!1i2!8m2!3d13.","{""instagram"": ""instagram.com/ngo_ngoc_trang39"", ""youtube"": ""youtube.com/ngo_ngoc_trang14"", ""preferred"": ""zalo""}",Website,"[""k-beauty"", ""retinol"", ""clean-beauty""]",,2025-06-12 06:13:27,2025-09-05 04:48:04,Prospect
772,Hoàng Lan Ngọc,Mới,2006-01-14,Khác,hoang.lan.ngoc4562@hotmail.com,365674233,"Cafe LoKa, Địa chỉ: 41 Đường D4, Khu Phố Thống Nhất 1, Dĩ An, Bình Dương 721000, Số điện thoại: 0976 209 588, https://www.google.com/maps/place/Cafe+LoKa/data=!4m7!3m6!1s0x3174d98ba16dbae5:0x62e6e2e9e39d267e!8m2!3d10.9065527!4d106.7420736!16s%2Fg%2F11twq1","{""instagram"": ""instagram.com/hoang_lan_ngoc77"", ""zalo"": ""zalo.com/hoang_lan_ngoc68"", ""preferred"": ""tiktok""}",Walk-in,"[""coupon-hunter""]",,2025-08-12 01:44:03,2025-10-06 08:16:55,Lead
773,Huỳnh Gia Hạnh,Mới,1961-03-15,Nữ,huynh.gia.hanh@icloud.com,378544540,"MeKong hotel, Địa chỉ: 8 Phan Đăng Lưu, Hồng Hải, Hạ Long, Quảng Ninh, Số điện thoại: 0898 818 889, https://www.google.com/maps/place/MeKong+hotel/data=!4m10!3m9!1s0x314a59005a9dccfb:0x24efea2c20148022!5m2!4m1!1i2!8m2!3d20.9556062!4d107.0973695!16s%2Fg%2F","{""tiktok"": ""tiktok.com/huynh_gia_hanh18"", ""instagram"": ""instagram.com/huynh_gia_hanh25"", ""zalo"": ""zalo.com/huynh_gia_hanh18"", ""facebook"": ""facebook.com/huynh_gia_hanh61"", ""preferred"": ""tiktok""}",Website,[],,2025-05-04 21:17:41,2025-05-14 19:52:56,Lead
777,Hoàng Tuấn Giang,Trung bình,1968-10-22,Nữ,hoang.tuan.giang9177@outlook.com,921412188,"NHÀ THUỐC TÂY HUỲNH VĂN MINH, Địa chỉ: 4FHR+7PX, ẤP BÌNH THUẬN, X, Giồng Trôm, Bến Tre, Số điện thoại: 0275 3861 653, https://www.google.com/maps/place/NH%C3%80+THU%E1%BB%90C+T%C3%82Y+HU%E1%BB%B2NH+V%C4%82N+MINH/data=!4m7!3m6!1s0x31a001a1c169dcad:0x5b4140","{""instagram"": ""instagram.com/hoang_tuan_giang93"", ""zalo"": ""zalo.com/hoang_tuan_giang34"", ""facebook"": ""facebook.com/hoang_tuan_giang79"", ""youtube"": ""youtube.com/hoang_tuan_giang55"", ""preferred"": ""tiktok""}",Social,"[""lip-matte"", ""chong-nang"", ""coupon-hunter""]",,2025-03-26 16:44:52,2025-04-14 06:29:33,Prospect
782,Phan Văn Hương,Mới,1994-06-14,Nữ,phan.van.huong@yahoo.com,535672866,"Tiệm Vàng THANH BÌNH, Địa chỉ: 8 P. 2, Ấp 1, Định Quán, Đồng Nai, https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+THANH+B%C3%8CNH/data=!4m7!3m6!1s0x3174610737b3f113:0x1d7f2ed2c34bd597!8m2!3d11.2069207!4d107.3628706!16s%2Fg%2F11gjxtdc4g!19sChIJE_G","{""instagram"": ""instagram.com/phan_van_huong14"", ""youtube"": ""youtube.com/phan_van_huong17"", ""preferred"": ""instagram""}",Website,[],,2025-06-21 04:20:48,2025-08-11 22:41:19,Lead
790,Lê Minh Ngân,Mới,1988-05-18,Nữ,le.minh.ngan@icloud.com,535177968,"Ba Ho Eco Resort, Địa chỉ: 94QQ+W67, Ninh ích, Ninh Hòa, Khánh Hòa, https://www.google.com/maps/place/Ba+Ho+Eco+Resort/data=!4m10!3m9!1s0x3170414616a66e11:0x2536eee8bfb5fe7a!5m2!4m1!1i1!8m2!3d12.3897897!4d109.1380389!16s%2Fg%2F11hf3yylqv!19sChIJEW6mFkZBcD","{""tiktok"": ""tiktok.com/le_minh_ngan25"", ""instagram"": ""instagram.com/le_minh_ngan39"", ""zalo"": ""zalo.com/le_minh_ngan43"", ""youtube"": ""youtube.com/le_minh_ngan36"", ""preferred"": ""tiktok""}",Ads,[],,2025-03-06 04:28:02,2025-03-22 00:32:38,Lead
792,Phan Minh Giang,Trung bình,2004-08-01,Nữ,phan.minh.giang252@icloud.com,579692511,"1900 Ha Long Hotel, Địa chỉ: 06 Bồ Nâu, Bãi Cháy, Hạ Long, Quảng Ninh, Số điện thoại: 0888 881 900, https://www.google.com/maps/place/1900+Ha+Long+Hotel/data=!4m10!3m9!1s0x314a59bfacdca807:0xc6c01769d3503325!5m2!4m1!1i2!8m2!3d20.9585714!4d107.0198447!16s%","{""tiktok"": ""tiktok.com/phan_minh_giang91"", ""instagram"": ""instagram.com/phan_minh_giang76"", ""zalo"": ""zalo.com/phan_minh_giang6"", ""preferred"": ""instagram""}",Social,"[""livestream-fan""]",,2024-11-18 23:18:01,2025-01-28 21:01:59,Lead
795,Nguyễn Thị Chi,Trung bình,1996-11-25,Nữ,nguyen.thi.chi@icloud.com,869769831,"Hiệu Thuốc Bảo Trâm, Địa chỉ: 18 Trưng Vương, ấp Châu Thành, Mỹ Xuyên, Sóc Trăng, Số điện thoại: 0978 142 873, https://www.google.com/maps/place/Hi%E1%BB%87u+Thu%E1%BB%91c+B%E1%BA%A3o+Tr%C3%A2m/data=!4m7!3m6!1s0x31a04d724f80d207:0xf3ab2d7836dafe20!8m2!3d9","{""facebook"": ""facebook.com/nguyen_thi_chi83"", ""preferred"": ""tiktok""}",Website,"[""da-nhay-cam""]",Ưa dùng ví điện tử khi thanh toán,2025-03-04 20:37:20,2025-06-26 08:06:46,Prospect
796,Lê Mai Kim,Vip,1984-03-24,Nữ,le.mai.kim5547@hotmail.com,874122091,"Cafe Phi Công, Địa chỉ: QL26, Ninh Bình, Tx. Ninh Hòa, Khánh Hòa, https://www.google.com/maps/place/Cafe+Phi+C%C3%B4ng/data=!4m7!3m6!1s0x31703f2fed01703d:0x988b96b94faaae1e!8m2!3d12.4960109!4d109.1214382!16s%2Fg%2F11kpd7wyhm!19sChIJPXAB7S8_cDERHq6qT7mWi5g","{""facebook"": ""facebook.com/le_mai_kim51"", ""preferred"": ""instagram""}",Social,"[""niacinamide"", ""retinol""]",,2025-03-11 06:05:59,2025-04-20 17:29:11,Prospect
797,Hồ Anh Phương,Trung bình,1998-09-01,Nam,ho.anh.phuong@gmail.com,320869845,"Siris Niko Residence, Địa chỉ: 466 Phạm Thái Bường, Tân Hưng, Quận 7, Hồ Chí Minh 70000, Số điện thoại: 0814 333 720, https://www.google.com/maps/place/Siris+Niko+Residence/data=!4m10!3m9!1s0x31752fa5efb6ef93:0x22940b34b8e6cdfa!5m2!4m1!1i4!8m2!3d10.727476","{""tiktok"": ""tiktok.com/ho_anh_phuong93"", ""instagram"": ""instagram.com/ho_anh_phuong83"", ""preferred"": ""zalo""}",Ads,"[""bodycare"", ""gooming-nam"", ""clean-beauty""]",,2025-07-11 09:34:39,2025-09-30 14:11:34,Prospect
800,Nguyễn Ngọc Long,Trung bình,1973-04-05,Nam,nguyen.ngoc.long1663@icloud.com,787676320,"Grand Tourane Nha Trang Hotel, Địa chỉ: 23 Hùng Vương, P, Nha Trang, Khánh Hòa 650000, Số điện thoại: 0258 3839 879, https://www.google.com/maps/place/Grand+Tourane+Nha+Trang+Hotel/data=!4m10!3m9!1s0x3170677db3ba9139:0xb7686cb9ec735639!5m2!4m1!1i2!8m2!3d1","{""tiktok"": ""tiktok.com/nguyen_ngoc_long61"", ""instagram"": ""instagram.com/nguyen_ngoc_long29"", ""zalo"": ""zalo.com/nguyen_ngoc_long24"", ""preferred"": ""zalo""}",Social,"[""bodycare"", ""tri-mun""]",,2025-08-01 16:24:09,2025-10-09 05:42:00,Lead
802,Huỳnh Đức An,Mới,1999-02-11,Nữ,huynh.duc.an@gmail.com,852412356,"Tiệm Cafe Sài Gòn Xưa, Địa chỉ: 277 Khánh Hội, Phường 2, Quận 4, Hồ Chí Minh, Số điện thoại: 0772 511 120, https://www.google.com/maps/place/Ti%E1%BB%87m+Cafe+S%C3%A0i+G%C3%B2n+X%C6%B0a/data=!4m7!3m6!1s0x31752f5504752805:0x6e75212f5a01344c!8m2!3d10.759908","{""tiktok"": ""tiktok.com/huynh_duc_an85"", ""instagram"": ""instagram.com/huynh_duc_an20"", ""zalo"": ""zalo.com/huynh_duc_an57"", ""preferred"": ""tiktok""}",Ads,"[""lip-matte"", ""k-beauty""]",,2024-12-10 17:19:20,2025-01-25 00:34:53,Prospect
806,Huỳnh Quốc Yến,Trung bình,1988-05-28,Nữ,huynh.quoc.yen1259@outlook.com,372794433,"Binh Chanh House, Khu Phố 5, Bình Hưng Hòa B, Bình Tân, Ho Chi Minh City, https://www.google.gg/maps/place/Binh+Chanh+House/data=!4m7!3m6!1s0x31752b844000ed51:0x599ca3bcbdecb6ea!8m2!3d10.8023748!4d106.5893068!16s%2Fg%2F11h9bw6ndz!19sChIJUe0AQIQrdTER6rbsvb","{""tiktok"": ""tiktok.com/huynh_quoc_yen66"", ""zalo"": ""zalo.com/huynh_quoc_yen80"", ""preferred"": ""tiktok""}",Social,[],,2025-06-28 05:15:37,2025-10-09 02:51:00,Lead
808,Phan Đức Thảo,Trung bình,1967-01-25,Nữ,phan.duc.thao@hotmail.com,389195999,"Ly Son Bungalow Hostel, Địa chỉ: thôn Bắc, Lý Sơn, Quảng Ngãi, Số điện thoại: 0981 749 535, https://www.google.com/maps/place/Ly+Son+Bungalow+Hostel/data=!4m10!3m9!1s0x31683b8c60db1c41:0x29e19766d8f55588!5m2!4m1!1i4!8m2!3d15.4279326!4d109.0855604!16s%2Fg%","{""tiktok"": ""tiktok.com/phan_duc_thao62"", ""instagram"": ""instagram.com/phan_duc_thao43"", ""zalo"": ""zalo.com/phan_duc_thao37"", ""preferred"": ""facebook""}",Social,[],,2025-06-01 14:10:05,2025-07-19 06:10:32,Lead
810,Trần Mai Hoa,Trung bình,2008-01-17,Nữ,tran.mai.hoa6056@outlook.com,534262961,"My Bistro, Địa chỉ: 302 Dã Tượng, Vĩnh Nguyên, Nha Trang, Khánh Hòa, Số điện thoại: 0933 266 039, https://www.google.com/maps/place/My+Bistro/data=!4m7!3m6!1s0x317067c7a5f08025:0x6f6ef145e01e8266!8m2!3d12.2164062!4d109.1970286!16s%2Fg%2F11k9fg9y0b!19sChIJ","{""tiktok"": ""tiktok.com/tran_mai_hoa85"", ""zalo"": ""zalo.com/tran_mai_hoa17"", ""preferred"": ""tiktok""}",Website,"[""nuoc-hoa"", ""gooming-nam""]","Da nhạy cảm, tránh hương liệu mạnh",2024-11-22 01:01:13,2024-12-19 07:59:23,Lead
811,Hồ Thu Hạnh,Mới,2006-04-05,Nữ,ho.thu.hanh@outlook.com,311462531,"New Moon coffee, Địa chỉ: Sl7 Cư Xá Phú Lâm A, Phường 12, Quận 6, Hồ Chí Minh, Số điện thoại: 0934 231 177, https://www.google.com/maps/place/New+Moon+coffee/data=!4m7!3m6!1s0x31752f5ec127ecfd:0xa03f2b82db4b97f4!8m2!3d10.7503807!4d106.6306865!16s%2Fg%2F11","{""tiktok"": ""tiktok.com/ho_thu_hanh30"", ""instagram"": ""instagram.com/ho_thu_hanh99"", ""zalo"": ""zalo.com/ho_thu_hanh45"", ""facebook"": ""facebook.com/ho_thu_hanh5"", ""youtube"": ""youtube.com/ho_thu_hanh24"", ""preferred"": ""phone""}",Event,[],,2025-04-23 13:37:34,2025-07-09 17:23:21,Lead
813,Đỗ Minh Trang,Trung bình,2007-01-02,Khác,do.minh.trang8084@outlook.com,313801024,"Mộc Café, Địa chỉ: 65 Đ. Vành Đai Tây, Phường An Khánh, Thủ Đức, Hồ Chí Minh, Số điện thoại: 0976 222 987, https://www.google.com/maps/place/M%E1%BB%99c+Caf%C3%A9/data=!4m7!3m6!1s0x317527225ec953e5:0x8130cdc99683925e!8m2!3d10.7918763!4d106.7349905!16s%2Fg","{""tiktok"": ""tiktok.com/do_minh_trang46"", ""instagram"": ""instagram.com/do_minh_trang85"", ""facebook"": ""facebook.com/do_minh_trang29"", ""youtube"": ""youtube.com/do_minh_trang20"", ""preferred"": ""instagram""}",Email,"[""tri-mun"", ""clean-beauty""]",Ưu tiên sản phẩm 'clean beauty',2025-04-30 15:40:11,2025-05-16 09:17:29,Prospect
819,Hồ Gia Vy,Mới,1982-07-18,Nữ,ho.gia.vy9611@yahoo.com,915853212,"Café Hugo, Địa chỉ: Khu II, phường 10, Quận 6, Hồ Chí Minh, https://www.google.com/maps/place/Caf%C3%A9+Hugo/data=!4m7!3m6!1s0x31752dd8cb02835b:0x538436a28c83523!8m2!3d10.7330502!4d106.6276077!16s%2Fg%2F11k5lw2t8f!19sChIJW4MCy9gtdTERIzXIKGpDOAU?authuser=0","{""tiktok"": ""tiktok.com/ho_gia_vy77"", ""instagram"": ""instagram.com/ho_gia_vy33"", ""preferred"": ""tiktok""}",Referral,[],,2025-09-21 21:43:27,2025-10-09 05:56:00,Lead
820,Phạm Thu Huy,Mới,1968-11-10,Nam,pham.thu.huy@outlook.com,581400224,"Nhà Thuốc Sơn Huyền, Địa chỉ: C8RX+MFJ, Lê Quý Đôn, Khu đô thị cao cấp Trần Lãm, Tp. Thái Bình, Thái Bình, Số điện thoại: 0906 240 717, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+S%C6%A1n+Huy%E1%BB%81n/data=!4m7!3m6!1s0x3135fb2d02ca667b:0x2f","{""tiktok"": ""tiktok.com/pham_thu_huy64"", ""instagram"": ""instagram.com/pham_thu_huy49"", ""facebook"": ""facebook.com/pham_thu_huy83"", ""preferred"": ""instagram""}",Referral,"[""nuoc-hoa""]",,2025-02-05 23:30:21,2025-04-13 08:40:51,Prospect
821,Bùi Lan Phúc,Trung bình,1994-11-30,Nam,bui.lan.phuc@icloud.com,711163610,"Cửa Hàng Trang Sức, Địa chỉ: 23/4, Tỉnh Lộ 15, Quận 12, Thành Phố Hồ Chí Minh, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Số điện thoại: 0935 230 570, https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+Trang+S%E1%BB%A9c/data=!4m7!3m6!1s0x31752988ebca71a3","{""tiktok"": ""tiktok.com/bui_lan_phuc97"", ""zalo"": ""zalo.com/bui_lan_phuc25"", ""youtube"": ""youtube.com/bui_lan_phuc28"", ""preferred"": ""zalo""}",Website,"[""nuoc-hoa""]",,2025-07-07 04:38:35,2025-07-28 02:45:06,Prospect
822,Trần Anh Yến,Vip,2008-09-03,Nữ,tran.anh.yen@gmail.com,996636704,"Trà chanh hẻm 4, Địa chỉ: F4PJ+WGX, TT. Ninh Hòa, Ninh Hòa, Khánh Hòa, Số điện thoại: 0935 723 635, https://www.google.com/maps/place/Tr%C3%A0+chanh+h%E1%BA%BBm+4/data=!4m7!3m6!1s0x31703ff955022d6d:0xc96dc06f390b7564!8m2!3d12.4873661!4d109.1313683!16s%2Fg","{""tiktok"": ""tiktok.com/tran_anh_yen33"", ""instagram"": ""instagram.com/tran_anh_yen36"", ""zalo"": ""zalo.com/tran_anh_yen71"", ""preferred"": ""tiktok""}",Website,"[""clean-beauty"", ""bodycare""]",,2025-03-03 23:35:17,2025-03-31 23:18:57,Prospect
824,Phạm Tuấn Quang,Mới,2007-06-11,Nam,pham.tuan.quang@outlook.com,893888972,"New Inn Hotel, Địa chỉ: C12 Phan Huy Chú, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu, Số điện thoại: 0254 3815 559, https://www.google.com/maps/place/New+Inn+Hotel/data=!4m10!3m9!1s0x31756ff681c8ecab:0x1983d5b3a67c4f70!5m2!4m1!1i2!8m2!3d10.3367979!4d107.083435","{""tiktok"": ""tiktok.com/pham_tuan_quang28"", ""facebook"": ""facebook.com/pham_tuan_quang24"", ""preferred"": ""zalo""}",Social,"[""retinol""]",Fan livestream tối thứ 6,2025-03-26 01:37:57,2025-05-30 11:53:18,Prospect
827,Đặng Anh Nhung,Mới,1967-06-24,Nữ,dang.anh.nhung@hotmail.com,773295890,"Long Hai Beach Resort, Địa chỉ: tỉnh lộ 44, TT. Long Hải, Long Điền, Bà Rịa - Vũng Tàu 70000, Số điện thoại: 0328 762 646, https://www.google.com/maps/place/Long+Hai+Beach+Resort/data=!4m10!3m9!1s0x317577d608378dff:0x54375fb94edb9718!5m2!4m1!1i2!8m2!3d10.","{""tiktok"": ""tiktok.com/dang_anh_nhung18"", ""zalo"": ""zalo.com/dang_anh_nhung65"", ""facebook"": ""facebook.com/dang_anh_nhung51"", ""preferred"": ""facebook""}",Social,[],,2025-07-11 22:55:54,2025-07-25 06:58:34,Prospect
829,Vũ Tuấn Quỳnh,Vip,1972-09-24,Nữ,vu.tuan.quynh1405@yahoo.com,769916761,"Nhà nghỉ Thành Đạt Lý Sơn, Địa chỉ: Thành Đạt motel, thôn Tây, Lý Sơn, Quảng Ngãi, Số điện thoại: 0989 111 542, https://www.google.com/maps/place/Nha%CC%80+nghi%CC%89+Tha%CC%80nh+%C4%90a%CC%A3t+Ly%CC%81+S%C6%A1n/data=!4m10!3m9!1s0x31683fbd32cead53:","{""instagram"": ""instagram.com/vu_tuan_quynh4"", ""facebook"": ""facebook.com/vu_tuan_quynh45"", ""preferred"": ""tiktok""}",Social,"[""aha-bha"", ""niacinamide"", ""clean-beauty""]","Da nhạy cảm, tránh hương liệu mạnh",2025-06-06 06:55:20,2025-07-29 22:14:35,Prospect
830,Hồ Ngọc Ngọc,Trung bình,1995-10-10,Nữ,ho.ngoc.ngoc1682@icloud.com,962600292,"Marlen & Kat Home Cafe, Địa chỉ: Hoàng Anh Gia Lai 3, Đ. Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, Hồ Chí Minh, https://www.google.com/maps/place/Marlen+%26+Kat+Home+Cafe/data=!4m7!3m6!1s0x31752509e0d85585:0x6a19b26ef7f69de2!8m2!3d10.7200964!4d106.7007087!16s%2","{""tiktok"": ""tiktok.com/ho_ngoc_ngoc41"", ""instagram"": ""instagram.com/ho_ngoc_ngoc48"", ""zalo"": ""zalo.com/ho_ngoc_ngoc99"", ""preferred"": ""facebook""}",Website,"[""aha-bha"", ""duong-am""]",,2025-05-18 08:33:08,2025-06-16 11:41:27,Prospect
832,Vũ Văn Chi,Trung bình,1983-12-10,Khác,vu.van.chi@hotmail.com,584501407,"ATM Vietinbank, Địa chỉ: WRHC+G8J, Đ. Nguyễn Tri Phương, Bửu Hoà, Biên Hòa, Đồng Nai, Số điện thoại: 0251 3917 550, https://www.google.com/maps/place/ATM+Vietinbank/data=!4m7!3m6!1s0x3174d9305228f87b:0x7b774479a6bb3757!8m2!3d10.9288321!4d106.8207721!16s%2","{""tiktok"": ""tiktok.com/vu_van_chi15"", ""zalo"": ""zalo.com/vu_van_chi8"", ""youtube"": ""youtube.com/vu_van_chi20"", ""preferred"": ""zalo""}",Social,[],,2025-03-08 14:24:36,2025-05-17 14:49:09,Prospect
833,Lý Gia Lộc,Trung bình,1967-09-01,Nam,ly.gia.loc8684@hotmail.com,862817246,"Cafe võng Thu Thủy, Địa chỉ: 3QCR+5GG, ĐT747, Uyên Hưng, Tân Uyên, Bình Dương, https://www.google.com/maps/place/Cafe+v%C3%B5ng+Thu+Th%E1%BB%A7y/data=!4m7!3m6!1s0x3174c5ed7bcbdc71:0x373d8f0966e20c2d!8m2!3d11.0704838!4d106.7912805!16s%2Fg%2F11krhm2g4c!19sC","{""tiktok"": ""tiktok.com/ly_gia_loc7"", ""facebook"": ""facebook.com/ly_gia_loc34"", ""youtube"": ""youtube.com/ly_gia_loc43"", ""preferred"": ""facebook""}",Referral,"[""chong-nang"", ""lip-matte""]",,2025-05-10 17:57:08,2025-06-02 08:13:23,Lead
834,Phan Ngọc Linh,Mới,1981-07-05,Nữ,phan.ngoc.linh@yahoo.com,554096137,"Queen Luxury Hotel Phan Rang, Địa chỉ: 9 Nguyễn Tri Phương, Phường, Phan Rang-Tháp Chàm, Ninh Thuận 59000, Số điện thoại: 0905 573 327, https://www.google.com/maps/place/Queen+Luxury+Hotel+Phan+Rang/data=!4m10!3m9!1s0x3170cf0bfbeeb92d:0xb152ee01230524c6!5","{""tiktok"": ""tiktok.com/phan_ngoc_linh79"", ""zalo"": ""zalo.com/phan_ngoc_linh80"", ""facebook"": ""facebook.com/phan_ngoc_linh91"", ""preferred"": ""tiktok""}",Ads,[],,2025-01-11 04:15:20,2025-03-07 11:30:53,Prospect
835,Huỳnh Lan Vy,Trung bình,1992-06-22,Khác,huynh.lan.vy4621@outlook.com,881684467,"Nhà Thuốc Ngọc Liên, Địa chỉ: 30 Tuệ Tĩnh, Hưng Dũng, Vinh, Nghệ An, Số điện thoại: 0985 664 357, https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ng%E1%BB%8Dc+Li%C3%AAn/data=!4m7!3m6!1s0x3139cde798fa8a8b:0xf6b7831a9b697391!8m2!3d18.6851499!4d105.","{""tiktok"": ""tiktok.com/huynh_lan_vy83"", ""instagram"": ""instagram.com/huynh_lan_vy14"", ""zalo"": ""zalo.com/huynh_lan_vy70"", ""facebook"": ""facebook.com/huynh_lan_vy47"", ""preferred"": ""instagram""}",Social,"[""bodycare""]",,2024-12-04 17:47:28,2025-02-05 15:42:03,Prospect
836,Trần Minh Trinh,Trung bình,1985-03-07,Nam,tran.minh.trinh@gmail.com,934255729,"ATM LPBank Trảng Bom, Địa chỉ: 117-119 Đ. 29/4, KP5, Trảng Bom, Đồng Nai, Số điện thoại: 024 6266 8668, https://www.google.com/maps/place/ATM+LPBank+Tr%E1%BA%A3ng+Bom/data=!4m7!3m6!1s0x3174e5a764f34605:0xe7ea30347cb82c31!8m2!3d10.9518517!4d107.0081578!16s","{""tiktok"": ""tiktok.com/tran_minh_trinh46"", ""instagram"": ""instagram.com/tran_minh_trinh82"", ""preferred"": ""tiktok""}",Social,"[""coupon-hunter"", ""ship-nhanh""]",,2025-04-16 12:33:06,2025-06-19 00:41:16,Lead
842,Dương Mai Thư,Mới,1979-02-22,Nữ,duong.mai.thu@hotmail.com,896711512,"Mỳ cay - Gà Rán - Trà Sữa- Ăn Vặt 79, Địa chỉ: 2185 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Số điện thoại: 0332 243 716, https://www.google.com/maps/place/M%E1%BB%B3+cay+-+G%C3%A0+R%C3%A1n+-+Tr%C3%A0+S%E1%BB%AFa-+%C4%82n+V%E1%BA%B7t+79/data=!4m7!","{""tiktok"": ""tiktok.com/duong_mai_thu9"", ""instagram"": ""instagram.com/duong_mai_thu40"", ""zalo"": ""zalo.com/duong_mai_thu97"", ""facebook"": ""facebook.com/duong_mai_thu14"", ""youtube"": ""youtube.com/duong_mai_thu16"", ""preferred"": ""facebook""}",Social,[],Fan livestream tối thứ 6,2025-06-02 21:04:29,2025-07-22 05:07:12,Prospect
843,Bùi Văn An,Trung bình,1993-06-09,Nữ,bui.van.an1639@gmail.com,510852170,"Nhà hàng Hàn Quốc - Việt Nam Ngon, Phố Hưng Phước 3, P. Phú Thuận, Quận 7, Hồ Chí Minh, 0792 926 198, https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+H%C3%A0n+Qu%E1%BB%91c+-+Vi%E1%BB%87t+Nam+Ngon/data=!4m7!3m6!1s0x31752f911210cb33:0x87350cff3347b2d7!8","{""tiktok"": ""tiktok.com/bui_van_an8"", ""instagram"": ""instagram.com/bui_van_an39"", ""preferred"": ""instagram""}",Ads,"[""clean-beauty"", ""tri-mun""]",,2025-03-10 23:18:59,2025-03-12 02:59:42,Prospect
844,Đặng Văn Tài,Mới,2004-11-21,Nam,dang.van.tai@hotmail.com,935815314,"Thien An Riverside Hotel, Địa chỉ: 01 An Dương Vương, Lê Hồng Phong, Quảng Ngãi, Số điện thoại: 0255 3714 468, https://www.google.com/maps/place/Thien+An+Riverside+Hotel/data=!4m10!3m9!1s0x3169ad364ec15fc7:0xebcae746d53e3b2a!5m2!4m1!1i4!8m2!3d15.1335841!4","{""preferred"": ""instagram""}",Referral,[],,2025-09-17 10:45:37,2025-10-09 04:46:00,Prospect
847,Huỳnh Quốc Phát,Mới,1984-06-17,Nam,huynh.quoc.phat@outlook.com,775021759,"Macchio Cafe - 71 Nguyễn Tương, Địa chỉ: 71 Nguyễn Tương, Phường Phú Thủy Phan Thiết - Bình Thuận Binh Thuan Province, 77000, Số điện thoại: 0976 922 142, https://www.google.com/maps/place/Macchio+Cafe+-+71+Nguy%E1%BB%85n+T%C6%B0%C6%A1ng/data=!4m7!3m6!1s0","{""tiktok"": ""tiktok.com/huynh_quoc_phat62"", ""facebook"": ""facebook.com/huynh_quoc_phat85"", ""preferred"": ""tiktok""}",Referral,"[""clean-beauty"", ""da-nhay-cam"", ""tri-mun""]",,2025-07-04 10:50:13,2025-08-02 00:22:06,Prospect
