LeadID,CustomerID,FullName,Phone,Email,LeadSource,Status,LeadScore,ConversionRate,AssignedTo,CreatedAt,Flow_ID
L000455,455,Lý Minh Phương,585160979,ly.minh.phuong@icloud.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-05-14 16:38:35,F-2025-000455
L000456,456,Phạm Phương Kim,513853364,pham.phuong.kim@icloud.com,InBound,Qualified,12,0.1178,Hoàng Bảo Nguyên,2024-11-04 19:48:05,F-2025-000456
L000457,457,Đặng Văn Thảo,742009027,dang.van.thao@yahoo.com,InBound,Qualified,30,0.157,Phạm Minh Khoa,2025-09-13 08:32:11,F-2025-000457
L000458,458,Đỗ Lan Phương,344885235,do.lan.phuong@outlook.com,InBound,Lost,0,0.1196,Phạm Minh Khoa,2024-09-30 20:26:58,F-2025-000458
L000459,459,Đỗ Quốc Ngọc,730682704,do.quoc.ngoc@yahoo.com,InBound,Qualified,12,0.1196,Đặng Gia Phúc,2024-05-21 14:46:19,F-2025-000459
L000460,460,Hồ Thị Tài,527714807,ho.thi.tai2059@icloud.com,InBound,Converted,42,0.1178,Hoàng Bảo Nguyên,2024-11-06 06:03:02,F-2025-000460
L000461,461,Ngô Phương Chi,875892089,ngo.phuong.chi@yahoo.com,InBound,Qualified,12,0.1324,Đặng Gia Phúc,2024-09-26 05:19:04,F-2025-000461
L000462,462,Bùi Hữu Phương,344394766,bui.huu.phuong1323@yahoo.com,InBound,Qualified,24,0.1178,Phạm Minh Khoa,2025-03-17 09:58:42,F-2025-000462
L000463,463,Lê Gia Yến,851357845,le.gia.yen1102@gmail.com,InBound,Qualified,12,0.157,Đặng Gia Phúc,2024-09-19 21:06:07,F-2025-000463
L000464,464,Đỗ Quốc Kim,570799668,do.quoc.kim@yahoo.com,InBound,Contacted,6,0.1178,Bùi Yến Nhi,2025-02-07 20:09:22,F-2025-000464
L000465,465,Phan Phương Ngọc,356792808,phan.phuong.ngoc@gmail.com,InBound,Converted,30,0.1196,Nguyễn Lan Anh,2024-05-17 20:56:04,F-2025-000465
L000466,466,Dương Lan Hương,973739295,duong.lan.huong@outlook.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-08-28 13:26:21,F-2025-000466
L000467,467,Dương Ngọc Trà,925057723,duong.ngoc.tra@outlook.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-01-10 21:56:50,F-2025-000467
L000468,468,Nguyễn Ngọc Giang,352423608,nguyen.ngoc.giang@outlook.com,InBound,Qualified,12,0.157,Nguyễn Lan Anh,2024-12-04 07:50:46,F-2025-000468
L000469,469,Lê Anh Dũng,722659937,le.anh.dung4504@gmail.com,InBound,Qualified,24,0.1196,Bùi Yến Nhi,2025-05-23 16:06:38,F-2025-000469
L000470,470,Vũ Hữu Ngọc,895168095,vu.huu.ngoc8609@icloud.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-05-04 19:54:36,F-2025-000470
L000471,471,Hoàng Anh Trinh,724999108,hoang.anh.trinh@gmail.com,InBound,Converted,30,0.1196,Đặng Gia Phúc,2024-09-09 12:04:38,F-2025-000471
L000472,472,Đỗ Mai Vy,743302563,do.mai.vy@yahoo.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-10-26 02:01:47,F-2025-000472
L000473,473,Hồ Văn Bảo,383026116,ho.van.bao@yahoo.com,InBound,Converted,42,0.1178,Nguyễn Lan Anh,2025-05-07 22:37:00,F-2025-000473
L000474,474,Võ Anh Thảo,993591481,vo.anh.thao@icloud.com,InBound,Converted,36,0.157,Lê Thu Trang,2025-04-10 14:33:02,F-2025-000474
L000475,475,Vũ Quốc Quang,727099000,vu.quoc.quang1608@hotmail.com,InBound,Qualified,12,0.1196,Nguyễn Lan Anh,2024-12-12 15:02:33,F-2025-000475
L000476,476,Hồ Minh Giang,936701510,ho.minh.giang@hotmail.com,InBound,Qualified,12,0.119,Trần Quốc Huy,2024-10-24 13:50:16,F-2025-000476
L000477,477,Bùi Gia Thảo,510809908,bui.gia.thao@yahoo.com,InBound,Nurturing,24,0.1196,Nguyễn Lan Anh,2025-07-19 00:23:35,F-2025-000477
L000478,478,Hồ Lan Anh,744760744,ho.lan.anh@hotmail.com,InBound,Lost,0,0.119,Võ Nhật Linh,2024-06-07 16:31:20,F-2025-000478
L000479,479,Đỗ Minh Chi,374014402,do.minh.chi@yahoo.com,InBound,Qualified,36,0.1324,Võ Nhật Linh,2025-07-16 19:46:48,F-2025-000479
L000480,480,Ngô Lan Tài,359878567,ngo.lan.tai@hotmail.com,InBound,Converted,42,0.1324,Nguyễn Lan Anh,2024-08-06 14:51:06,F-2025-000480
L000481,481,Phạm Mai Linh,794937571,pham.mai.linh6519@icloud.com,InBound,Lost,0,0.157,Lê Thu Trang,2024-07-29 01:02:21,F-2025-000481
L000482,482,Lê Gia Huy,826119784,le.gia.huy@outlook.com,InBound,Lost,0,0.1196,Hoàng Bảo Nguyên,2024-09-21 06:01:36,F-2025-000482
L000483,483,Trần Minh Linh,528708484,tran.minh.linh3549@hotmail.com,InBound,Qualified,12,0.119,Phạm Minh Khoa,2024-07-12 17:59:16,F-2025-000483
L000484,484,Hoàng Anh Huy,343702643,hoang.anh.huy@hotmail.com,InBound,Contacted,6,0.119,Hoàng Bảo Nguyên,2025-01-27 18:19:07,F-2025-000484
L000485,485,Hoàng Thu Quỳnh,532283725,hoang.thu.quynh@hotmail.com,InBound,Qualified,12,0.1178,Võ Nhật Linh,2024-10-04 05:59:00,F-2025-000485
L000486,486,Phạm Phương Phát,559597719,pham.phuong.phat@yahoo.com,InBound,Qualified,12,0.119,Bùi Yến Nhi,2024-12-14 08:18:55,F-2025-000486
L000487,487,Hoàng Thanh Lộc,570251122,hoang.thanh.loc@outlook.com,InBound,Converted,36,0.1178,Hoàng Bảo Nguyên,2025-06-25 01:48:48,F-2025-000487
L000488,488,Lý Ngọc Ngọc,314324688,ly.ngoc.ngoc@outlook.com,InBound,Nurturing,24,0.1025,Hoàng Bảo Nguyên,2025-03-20 20:48:40,F-2025-000488
L000489,489,Phạm Văn Khánh,953713450,pham.van.khanh@icloud.com,InBound,Qualified,36,0.1025,Trần Quốc Huy,2025-06-25 04:23:55,F-2025-000489
L000490,490,Lý Gia Hoa,343779626,ly.gia.hoa@outlook.com,InBound,Qualified,12,0.157,Hoàng Bảo Nguyên,2024-01-19 00:12:34,F-2025-000490
L000491,491,Lê Văn Phát,364237112,le.van.phat5470@gmail.com,InBound,Qualified,30,0.1196,Đặng Gia Phúc,2025-06-25 13:00:00,F-2025-000491
L000492,492,Đỗ Minh Bảo,549938526,do.minh.bao7092@hotmail.com,InBound,Qualified,12,0.1178,Võ Nhật Linh,2025-05-31 04:47:45,F-2025-000492
L000493,493,Bùi Mai Trinh,742245226,bui.mai.trinh@outlook.com,InBound,Qualified,48,0.1324,Hoàng Bảo Nguyên,2025-03-20 02:46:11,F-2025-000493
L000494,494,Nguyễn Ngọc Ngọc,935442713,nguyen.ngoc.ngoc@yahoo.com,InBound,Qualified,12,0.1178,Lê Thu Trang,2025-03-15 17:48:32,F-2025-000494
L000495,495,Phan Mai Khánh,335581142,phan.mai.khanh@outlook.com,InBound,Converted,66,0.119,Đặng Gia Phúc,2025-07-11 21:33:08,F-2025-000495
L000496,496,Huỳnh Thanh Thiện,970889938,huynh.thanh.thien5099@icloud.com,InBound,Qualified,30,0.119,Lê Thu Trang,2025-06-12 13:09:57,F-2025-000496
L000497,497,Phan Phương Kim,927657225,phan.phuong.kim3803@yahoo.com,InBound,Qualified,24,0.1178,Đặng Gia Phúc,2025-02-22 08:33:35,F-2025-000497
L000498,498,Trần Hữu Trà,714375215,tran.huu.tra6879@yahoo.com,InBound,Nurturing,12,0.1178,Hoàng Bảo Nguyên,2025-02-03 11:44:02,F-2025-000498
L000499,499,Huỳnh Quốc An,716289044,huynh.quoc.an@icloud.com,InBound,Lost,0,0.1324,Phạm Minh Khoa,2024-09-26 03:32:38,F-2025-000499
L000500,500,Ngô Quốc Phương,765541599,ngo.quoc.phuong3340@gmail.com,InBound,Qualified,24,0.1178,Bùi Yến Nhi,2025-03-10 03:44:44,F-2025-000500
L000501,501,Trần Tuấn Long,816258261,tran.tuan.long@outlook.com,InBound,Qualified,12,0.1324,Võ Nhật Linh,2024-12-04 11:03:49,F-2025-000501
L000502,502,Nguyễn Anh Yến,717625608,nguyen.anh.yen@icloud.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-08-21 07:11:19,F-2025-000502
L000503,503,Lê Thu Chi,888641161,le.thu.chi@yahoo.com,InBound,Converted,60,0.157,Trần Quốc Huy,2025-08-17 18:27:07,F-2025-000503
L000504,504,Vũ Gia Giang,834713358,vu.gia.giang6831@icloud.com,InBound,Nurturing,12,0.119,Võ Nhật Linh,2025-03-27 05:59:19,F-2025-000504
L000505,505,Bùi Thanh An,348318053,bui.thanh.an@hotmail.com,InBound,Qualified,12,0.1196,Trần Quốc Huy,2024-12-05 13:47:59,F-2025-000505
L000506,506,Nguyễn Quốc Khánh,350977569,nguyen.quoc.khanh8297@gmail.com,InBound,Qualified,12,0.119,Bùi Yến Nhi,2024-05-31 18:17:21,F-2025-000506
L000507,507,Vũ Đức Ngọc,824740290,vu.duc.ngoc@icloud.com,InBound,Qualified,12,0.1178,Võ Nhật Linh,2024-01-30 23:06:05,F-2025-000507
L000508,508,Nguyễn Ngọc Bảo,778609928,nguyen.ngoc.bao163@icloud.com,InBound,Qualified,12,0.1178,Lê Thu Trang,2024-11-27 13:10:00,F-2025-000508
L000509,509,Nguyễn Ngọc Ngọc,935738759,nguyen.ngoc.ngoc8504@outlook.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-01-26 09:31:58,F-2025-000509
L000510,510,Bùi Lan Vy,887079006,bui.lan.vy@icloud.com,InBound,Contacted,6,0.119,Võ Nhật Linh,2025-02-17 17:19:37,F-2025-000510
L000511,511,Dương Gia Phương,593074436,duong.gia.phuong@hotmail.com,InBound,Qualified,18,0.119,Trần Quốc Huy,2025-07-12 15:47:49,F-2025-000511
L000512,512,Hồ Ngọc Kim,944641489,ho.ngoc.kim@outlook.com,InBound,Contacted,6,0.1196,Phạm Minh Khoa,2024-11-12 08:37:45,F-2025-000512
L000513,513,Trần Minh Kim,963463851,tran.minh.kim@outlook.com,InBound,Contacted,6,0.119,Đặng Gia Phúc,2025-02-10 08:45:35,F-2025-000513
L000514,514,Ngô Đức Anh,581855456,ngo.duc.anh6867@icloud.com,InBound,Qualified,12,0.1324,Phạm Minh Khoa,2025-02-12 01:51:47,F-2025-000514
L000515,515,Lê Phương Phương,921958168,le.phuong.phuong@icloud.com,InBound,Nurturing,18,0.119,Trần Quốc Huy,2025-02-14 16:27:53,F-2025-000515
L000516,516,Phan Tuấn An,734981077,phan.tuan.an@outlook.com,InBound,Qualified,36,0.119,Lê Thu Trang,2025-06-05 23:05:13,F-2025-000516
L000517,517,Huỳnh Mai Giang,841334285,huynh.mai.giang@yahoo.com,InBound,Converted,42,0.1178,Trần Quốc Huy,2025-02-20 17:01:32,F-2025-000517
L000518,518,Phan Đức An,930643736,phan.duc.an1082@gmail.com,InBound,Qualified,12,0.1196,Nguyễn Lan Anh,2024-03-10 20:28:05,F-2025-000518
L000519,519,Nguyễn Quốc Ngân,739789351,nguyen.quoc.ngan@yahoo.com,InBound,Nurturing,30,0.119,Trần Quốc Huy,2025-06-02 18:06:59,F-2025-000519
L000520,520,Bùi Văn Quỳnh,852289473,bui.van.quynh479@icloud.com,InBound,Qualified,12,0.1196,Võ Nhật Linh,2024-12-26 04:59:38,F-2025-000520
L000521,521,Lý Lan Trinh,372871120,ly.lan.trinh@hotmail.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-09-03 21:42:05,F-2025-000521
L000522,522,Đặng Thu Anh,959274516,dang.thu.anh9885@gmail.com,InBound,Qualified,12,0.119,Trần Quốc Huy,2024-09-16 00:04:48,F-2025-000522
L000523,523,Hồ Thanh Kim,997111772,ho.thanh.kim@hotmail.com,InBound,Qualified,12,0.1178,Nguyễn Lan Anh,2024-09-30 06:49:42,F-2025-000523
L000524,524,Bùi Văn Linh,896927619,bui.van.linh8482@hotmail.com,InBound,Nurturing,36,0.119,Lê Thu Trang,2025-06-25 12:32:16,F-2025-000524
L000525,525,Lý Minh Giang,789000723,ly.minh.giang3252@hotmail.com,InBound,Qualified,18,0.157,Trần Quốc Huy,2024-12-30 18:04:20,F-2025-000525
L000526,526,Đặng Hữu Ngọc,974400305,dang.huu.ngoc@gmail.com,InBound,Converted,42,0.119,Phạm Minh Khoa,2025-06-02 03:41:13,F-2025-000526
L000527,527,Phan Thanh Thảo,724172913,phan.thanh.thao@icloud.com,InBound,Qualified,12,0.1025,Đặng Gia Phúc,2024-10-26 10:14:44,F-2025-000527
L000528,528,Lê Gia Lộc,586494574,le.gia.loc@icloud.com,InBound,Nurturing,18,0.119,Bùi Yến Nhi,2025-06-21 08:02:14,F-2025-000528
L000529,529,Đặng Văn Trà,315330564,dang.van.tra@outlook.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-04-05 14:15:42,F-2025-000529
L000530,530,Trần Hữu Quỳnh,836203179,tran.huu.quynh@outlook.com,InBound,Nurturing,24,0.119,Đặng Gia Phúc,2025-03-26 10:09:35,F-2025-000530
L000531,531,Ngô Anh Phúc,936662575,ngo.anh.phuc@hotmail.com,InBound,Nurturing,12,0.157,Phạm Minh Khoa,2025-07-15 14:56:30,F-2025-000531
L000532,532,Bùi Văn Trang,518925162,bui.van.trang@yahoo.com,InBound,Qualified,12,0.1196,Nguyễn Lan Anh,2024-09-28 13:26:10,F-2025-000532
L000533,533,Dương Thị Trinh,729661879,duong.thi.trinh6295@hotmail.com,InBound,Qualified,18,0.119,Bùi Yến Nhi,2025-06-05 07:22:10,F-2025-000533
L000534,534,Huỳnh Thanh Long,813772036,huynh.thanh.long@gmail.com,InBound,Lost,0,0.1178,Phạm Minh Khoa,2024-05-02 10:11:37,F-2025-000534
L000535,535,Bùi Thu An,984069755,bui.thu.an@gmail.com,InBound,Nurturing,24,0.1324,Bùi Yến Nhi,2025-06-15 14:00:16,F-2025-000535
L000536,536,Đặng Mai Trinh,793638224,dang.mai.trinh@yahoo.com,InBound,Nurturing,18,0.1324,Võ Nhật Linh,2025-04-29 04:29:53,F-2025-000536
L000537,537,Dương Quốc Ngân,976282003,duong.quoc.ngan5160@outlook.com,InBound,Qualified,24,0.119,Võ Nhật Linh,2025-10-07 07:54:38,F-2025-000537
L000538,538,Hoàng Văn Hoa,759244355,hoang.van.hoa@icloud.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2025-05-08 13:41:36,F-2025-000538
L000539,539,Đỗ Phương Kim,332230627,do.phuong.kim@outlook.com,InBound,Qualified,12,0.157,Phạm Minh Khoa,2024-01-22 09:44:15,F-2025-000539
L000540,540,Phạm Ngọc Hạnh,578854746,pham.ngoc.hanh1376@gmail.com,InBound,Qualified,12,0.1196,Võ Nhật Linh,2024-08-01 23:18:34,F-2025-000540
L000541,541,Bùi Thị Quỳnh,511509985,bui.thi.quynh@outlook.com,InBound,Lost,0,0.157,Võ Nhật Linh,2024-07-26 08:09:28,F-2025-000541
L000542,542,Nguyễn Tuấn Linh,569349150,nguyen.tuan.linh@hotmail.com,InBound,Nurturing,12,0.1196,Nguyễn Lan Anh,2025-03-12 18:23:15,F-2025-000542
L000543,543,Trần Thị Hương,828193268,tran.thi.huong6191@outlook.com,InBound,Qualified,18,0.1196,Phạm Minh Khoa,2025-01-09 19:13:59,F-2025-000543
L000544,544,Hồ Gia Hạnh,346631059,ho.gia.hanh@gmail.com,InBound,Converted,42,0.119,Nguyễn Lan Anh,2024-05-13 09:30:09,F-2025-000544
L000545,545,Hồ Lan Khoa,889842480,ho.lan.khoa@gmail.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-03-16 10:06:19,F-2025-000545
L000546,546,Đặng Văn Thảo,718688941,dang.van.thao@outlook.com,InBound,Nurturing,18,0.1178,Trần Quốc Huy,2025-05-14 19:39:40,F-2025-000546
L000547,547,Đặng Minh Nhung,736304839,dang.minh.nhung@outlook.com,InBound,Lost,0,0.1196,Võ Nhật Linh,2024-04-15 22:51:30,F-2025-000547
L000548,548,Hồ Mai Quang,392777757,ho.mai.quang@outlook.com,InBound,Qualified,12,0.1324,Lê Thu Trang,2024-10-24 15:01:53,F-2025-000548
L000549,549,Trần Hữu Thiện,978385786,tran.huu.thien@icloud.com,InBound,Lost,0,0.1178,Võ Nhật Linh,2024-12-03 22:48:36,F-2025-000549
L000550,550,Nguyễn Hữu Kim,739122163,nguyen.huu.kim6967@outlook.com,InBound,Converted,36,0.1178,Võ Nhật Linh,2024-12-29 22:28:50,F-2025-000550
L000551,551,Trần Thu Trinh,815571380,tran.thu.trinh9431@yahoo.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-03-22 03:58:03,F-2025-000551
L000552,552,Nguyễn Lan Trinh,972491482,nguyen.lan.trinh5181@icloud.com,InBound,Lost,0,0.1178,Hoàng Bảo Nguyên,2024-08-03 16:50:55,F-2025-000552
L000553,553,Võ Thanh Long,357527960,vo.thanh.long2078@icloud.com,InBound,Nurturing,48,0.1025,Võ Nhật Linh,2025-09-02 02:22:44,F-2025-000553
L000554,554,Hồ Hữu Vy,333481799,ho.huu.vy@outlook.com,InBound,Lost,0,0.1178,Trần Quốc Huy,2024-03-23 02:36:55,F-2025-000554
L000555,555,Huỳnh Anh Linh,798875241,huynh.anh.linh5531@hotmail.com,InBound,Lost,0,0.119,Hoàng Bảo Nguyên,2024-07-28 18:10:07,F-2025-000555
L000556,556,Trần Tuấn Quỳnh,375069326,tran.tuan.quynh@hotmail.com,InBound,Qualified,12,0.1196,Lê Thu Trang,2025-01-30 09:37:37,F-2025-000556
L000557,557,Võ Anh My,783304698,vo.anh.my@hotmail.com,InBound,Converted,42,0.1196,Đặng Gia Phúc,2024-03-08 05:46:51,F-2025-000557
L000558,558,Huỳnh Lan Nam,323843937,huynh.lan.nam@icloud.com,InBound,Qualified,12,0.1178,Hoàng Bảo Nguyên,2024-02-26 00:46:34,F-2025-000558
L000559,559,Vũ Thanh Phát,544964388,vu.thanh.phat1300@yahoo.com,InBound,Converted,30,0.1324,Đặng Gia Phúc,2024-08-12 06:01:42,F-2025-000559
L000560,560,Võ Thanh Yến,358897071,vo.thanh.yen@icloud.com,InBound,Converted,36,0.1178,Phạm Minh Khoa,2025-06-06 03:16:55,F-2025-000560
L000561,561,Phan Anh Thư,954706579,phan.anh.thu2739@icloud.com,InBound,Nurturing,24,0.157,Nguyễn Lan Anh,2025-06-01 17:54:46,F-2025-000561
L000562,562,Đặng Thanh Linh,875757350,dang.thanh.linh@hotmail.com,InBound,Qualified,30,0.1178,Trần Quốc Huy,2025-07-10 10:31:39,F-2025-000562
L000563,563,Dương Anh Linh,824463696,duong.anh.linh@icloud.com,InBound,Qualified,42,0.119,Lê Thu Trang,2025-06-07 23:51:00,F-2025-000563
L000564,564,Lê Thu Linh,565011041,le.thu.linh8024@icloud.com,InBound,Lost,0,0.1196,Bùi Yến Nhi,2024-03-06 18:34:13,F-2025-000564
L000565,565,Đỗ Thanh Chi,580768641,do.thanh.chi@hotmail.com,OutBound,Qualified,12,0.0649,Đặng Gia Phúc,2024-06-07 23:44:51,F-2025-000565
L000566,566,Vũ Lan Phương,789889444,vu.lan.phuong@yahoo.com,InBound,Qualified,12,0.119,Võ Nhật Linh,2024-09-07 01:16:37,F-2025-000566
L000567,567,Lê Văn Linh,926609116,le.van.linh6297@outlook.com,InBound,Qualified,12,0.1196,Lê Thu Trang,2024-04-14 06:59:22,F-2025-000567
L000568,568,Võ Văn An,551530104,vo.van.an7735@outlook.com,InBound,Qualified,18,0.119,Đặng Gia Phúc,2025-06-14 21:42:54,F-2025-000568
L000569,569,Hồ Lan Tài,834195065,ho.lan.tai@yahoo.com,InBound,Qualified,54,0.1178,Lê Thu Trang,2025-07-23 01:33:01,F-2025-000569
L000570,570,Hoàng Anh Quang,989907587,hoang.anh.quang@gmail.com,InBound,Qualified,12,0.1196,Đặng Gia Phúc,2024-03-15 15:40:53,F-2025-000570
L000571,571,Huỳnh Đức Kim,738421108,huynh.duc.kim@outlook.com,InBound,Qualified,12,0.1196,Nguyễn Lan Anh,2024-03-16 14:50:28,F-2025-000571
L000572,572,Lý Đức Ngân,591053991,ly.duc.ngan@outlook.com,InBound,Nurturing,36,0.1178,Bùi Yến Nhi,2025-07-31 04:10:52,F-2025-000572
L000573,573,Trần Lan Trà,943629042,tran.lan.tra@outlook.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-10-16 06:07:15,F-2025-000573
L000574,574,Huỳnh Quốc Vy,869390989,huynh.quoc.vy@gmail.com,InBound,Nurturing,30,0.119,Bùi Yến Nhi,2025-05-26 15:03:38,F-2025-000574
L000575,575,Dương Đức Vy,771493641,duong.duc.vy3519@hotmail.com,InBound,Qualified,12,0.1178,Trần Quốc Huy,2024-01-25 02:14:04,F-2025-000575
L000576,576,Võ Đức Anh,794306108,vo.duc.anh@yahoo.com,InBound,Qualified,12,0.1196,Lê Thu Trang,2025-02-01 00:23:15,F-2025-000576
L000577,577,Nguyễn Ngọc Phương,779062863,nguyen.ngoc.phuong416@gmail.com,InBound,Nurturing,12,0.1196,Trần Quốc Huy,2025-09-08 02:07:09,F-2025-000577
L000578,578,Nguyễn Minh Thư,884032450,nguyen.minh.thu@hotmail.com,InBound,Converted,30,0.1178,Hoàng Bảo Nguyên,2024-11-03 04:53:49,F-2025-000578
L000579,579,Hồ Ngọc Trang,799927431,ho.ngoc.trang@hotmail.com,InBound,Qualified,18,0.119,Lê Thu Trang,2025-03-06 03:08:27,F-2025-000579
L000580,580,Phạm Ngọc Linh,313457813,pham.ngoc.linh9530@outlook.com,InBound,Qualified,12,0.119,Hoàng Bảo Nguyên,2024-02-10 00:08:59,F-2025-000580
L000581,581,Phan Ngọc Huy,979434089,phan.ngoc.huy8155@gmail.com,InBound,Qualified,12,0.1196,Hoàng Bảo Nguyên,2024-03-16 06:29:38,F-2025-000581
L000582,582,Hồ Quốc Phương,750653169,ho.quoc.phuong@gmail.com,InBound,Nurturing,12,0.119,Đặng Gia Phúc,2025-02-11 17:51:23,F-2025-000582
L000583,583,Phạm Lan Giang,791733242,pham.lan.giang@outlook.com,InBound,Qualified,12,0.119,Hoàng Bảo Nguyên,2024-05-27 19:32:47,F-2025-000583
L000584,584,Đỗ Anh Khoa,383188246,do.anh.khoa9936@yahoo.com,InBound,Nurturing,18,0.1196,Trần Quốc Huy,2025-03-30 22:12:02,F-2025-000584
L000585,585,Lý Anh Ngọc,715057960,ly.anh.ngoc@gmail.com,InBound,Lost,0,0.1178,Lê Thu Trang,2024-04-01 14:53:11,F-2025-000585
L000586,586,Hoàng Phương Trinh,941337813,hoang.phuong.trinh@icloud.com,InBound,Nurturing,18,0.1178,Phạm Minh Khoa,2025-09-19 07:08:48,F-2025-000586
L000587,587,Ngô Phương Trung,930118478,ngo.phuong.trung@yahoo.com,InBound,Qualified,24,0.119,Lê Thu Trang,2025-06-13 03:03:14,F-2025-000587
L000588,588,Lê Anh Long,959304290,le.anh.long1469@icloud.com,InBound,Qualified,42,0.1178,Võ Nhật Linh,2025-10-01 18:22:29,F-2025-000588
L000589,589,Vũ Gia Chi,327492861,vu.gia.chi@yahoo.com,InBound,Lost,0,0.1196,Bùi Yến Nhi,2024-04-01 18:44:19,F-2025-000589
L000590,590,Hoàng Lan Giang,940356729,hoang.lan.giang6854@yahoo.com,InBound,Qualified,12,0.119,Trần Quốc Huy,2024-04-05 06:26:17,F-2025-000590
L000591,591,Bùi Quốc An,322992822,bui.quoc.an@icloud.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-01-21 15:54:43,F-2025-000591
L000592,592,Đặng Quốc Khoa,770227958,dang.quoc.khoa@icloud.com,InBound,Converted,42,0.1196,Đặng Gia Phúc,2025-05-24 13:29:42,F-2025-000592
L000593,593,Phan Văn Trinh,837713958,phan.van.trinh@yahoo.com,InBound,Nurturing,24,0.1196,Bùi Yến Nhi,2025-08-30 05:24:57,F-2025-000593
L000594,594,Đặng Anh Phương,944408657,dang.anh.phuong@hotmail.com,InBound,Converted,60,0.1324,Trần Quốc Huy,2025-09-07 05:28:22,F-2025-000594
L000595,595,Bùi Tuấn An,818184144,bui.tuan.an@gmail.com,InBound,Qualified,36,0.1324,Nguyễn Lan Anh,2025-09-03 14:16:33,F-2025-000595
L000596,596,Huỳnh Tuấn Trinh,951895156,huynh.tuan.trinh@yahoo.com,InBound,Nurturing,12,0.1178,Phạm Minh Khoa,2025-01-27 02:57:50,F-2025-000596
L000597,597,Phạm Mai Phương,516086810,pham.mai.phuong@yahoo.com,InBound,Converted,30,0.119,Trần Quốc Huy,2024-09-28 00:57:31,F-2025-000597
L000598,598,Hoàng Mai Nam,391770128,hoang.mai.nam@yahoo.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-09-26 19:50:47,F-2025-000598
L000599,599,Dương Thị Giang,561638420,duong.thi.giang@yahoo.com,InBound,Qualified,30,0.1178,Trần Quốc Huy,2025-03-13 23:02:10,F-2025-000599
L000600,600,Phan Phương Trà,537909176,phan.phuong.tra@hotmail.com,InBound,Qualified,48,0.1196,Phạm Minh Khoa,2025-08-31 18:26:22,F-2025-000600
L000601,601,Bùi Văn Nhung,829243592,bui.van.nhung@gmail.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-11-18 11:32:17,F-2025-000601
L000602,602,Lý Anh Ngọc,787757671,ly.anh.ngoc@icloud.com,InBound,Qualified,12,0.119,Võ Nhật Linh,2024-09-20 04:11:05,F-2025-000602
L000603,603,Phan Lan Ngọc,893185747,phan.lan.ngoc@gmail.com,InBound,Qualified,12,0.1196,Đặng Gia Phúc,2024-09-01 14:04:50,F-2025-000603
L000604,604,Hoàng Thanh Quỳnh,885638040,hoang.thanh.quynh4474@yahoo.com,InBound,Qualified,12,0.1178,Hoàng Bảo Nguyên,2024-08-18 07:07:41,F-2025-000604
L000605,605,Dương Hữu Khánh,882040861,duong.huu.khanh@hotmail.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-05-09 16:18:12,F-2025-000605
L000606,606,Đỗ Thanh Giang,956618243,do.thanh.giang@hotmail.com,InBound,Qualified,12,0.1196,Nguyễn Lan Anh,2024-04-29 14:36:40,F-2025-000606
L000607,607,Lê Lan Long,873740975,le.lan.long@hotmail.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-02-27 22:20:11,F-2025-000607
L000608,608,Lý Anh Trinh,396853500,ly.anh.trinh@gmail.com,InBound,Qualified,18,0.119,Nguyễn Lan Anh,2025-03-16 18:39:02,F-2025-000608
L000609,609,Hồ Quốc An,393236815,ho.quoc.an@icloud.com,InBound,Qualified,12,0.119,Bùi Yến Nhi,2024-08-01 14:20:03,F-2025-000609
L000610,610,Hồ Tuấn Trung,868391180,ho.tuan.trung@gmail.com,InBound,Qualified,36,0.119,Nguyễn Lan Anh,2025-07-31 17:50:18,F-2025-000610
L000611,611,Dương Tuấn My,848573523,duong.tuan.my5534@yahoo.com,InBound,Lost,0,0.1196,Bùi Yến Nhi,2024-07-05 13:16:54,F-2025-000611
L000612,612,Ngô Thu Tài,780707170,ngo.thu.tai107@icloud.com,InBound,Nurturing,18,0.1178,Trần Quốc Huy,2025-03-02 15:13:49,F-2025-000612
L000613,613,Hoàng Gia Yến,314084991,hoang.gia.yen9230@yahoo.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-05-12 04:59:12,F-2025-000613
