customer_id,full_name,customer_type,birth_date,gender,email,phone,address,social_channels,source,tags,notes,created_at,updated_at
329,Trần Thanh Huy,Trung bình,1995-09-24,Nam,tran.thanh.huy2385@yahoo.com,0869096056,"Địa chỉ: Vĩnh Hy, Ninh Hải, Ninh Thuận","{""facebook"": ""facebook.com/tran_thanh_huy18"", ""instagram"": ""instagram.com/tran_thanh_huy51"", ""zalo"": ""zalo.com/tran_thanh_huy91"", ""tiktok"": ""tiktok.com/tran_thanh_huy53"", ""preferred"": ""email""}",Ads,[],Thích mùi nước hoa nhẹ,2024-02-24 04:40:00,2024-04-29 03:48:40
330,Huỳnh Mai Linh,Tiềm năng,1962-04-05,Nữ,huynh.mai.linh@icloud.com,0964235677,"Địa chỉ: 555/B5 Hẻm 702, Phường 26, Bình Thạnh, Hồ Chí Minh","{""instagram"": ""instagram.com/huynh_mai_linh18"", ""zalo"": ""zalo.com/huynh_mai_linh93"", ""preferred"": ""phone""}",Referral,"[""nuoc-hoa"", ""yeu-son"", ""da-nhay-cam""]",Ưa thích son lì tông đất,2025-07-16 14:34:09,2025-09-04 17:24:07
331,Dương Gia Huy,Vip,1984-10-27,Nam,duong.gia.huy@outlook.com,0926480727,"Địa chỉ: H2MH+256, Yên Ninh, Sơn Hải, Tp. Phan Rang - Tháp Chàm, Ninh Thuận","{""facebook"": ""facebook.com/duong_gia_huy26"", ""tiktok"": ""tiktok.com/duong_gia_huy1"", ""preferred"": ""zalo""}",Ads,"[""da-nhay-cam""]",,2023-09-16 00:41:42,2024-02-16 14:26:29
332,Đặng Thanh Quang,Mới,2002-12-07,Nam,dang.thanh.quang@icloud.com,0376558685,"Địa chỉ: A120 Đ. số 9, Khu dân cư Kim Sơn, Quận 7, Hồ Chí Minh 72915","{""facebook"": ""facebook.com/dang_thanh_quang84"", ""zalo"": ""zalo.com/dang_thanh_quang36"", ""preferred"": ""facebook""}",Ads,"[""chong-nang"", ""uu-tien-ship""]",,2025-04-23 03:40:00,2025-08-12 17:33:32
333,Nguyễn Tuấn Chi,Trung bình,1990-03-04,Nam,nguyen.tuan.chi@hotmail.com,0591789046,"Địa chỉ: Sunrise Riverside, Block D, Phước Kiển, Nhà Bè, Hồ Chí Minh 000001","{""zalo"": ""zalo.com/nguyen_tuan_chi47"", ""preferred"": ""email""}",Ads,"[""trang-diem"", ""tri-mun"", ""khach-quen""]",Quan tâm combo dưỡng ẩm + chống nắng,2024-12-21 17:12:09,2025-04-06 16:40:52
334,Võ Minh Chi,Trung bình,1998-05-27,Nữ,vo.minh.chi@gmail.com,0770002589,"Địa chỉ: 4MP3+824, ĐT537B, Quỳnh Bá, Quỳnh Lưu, Nghệ An","{""instagram"": ""instagram.com/vo_minh_chi81"", ""zalo"": ""zalo.com/vo_minh_chi93"", ""tiktok"": ""tiktok.com/vo_minh_chi40"", ""preferred"": ""email""}",Social,"[""tri-mun"", ""uu-tien-ship"", ""da-nhay-cam""]",,2025-09-28 02:15:15,2025-10-08 22:19:00
335,Hoàng Thanh Quang,Vip,1997-02-15,Nam,hoang.thanh.quang@icloud.com,0858253110,"Địa chỉ: Nam Cao, Kiến Xương, Thái Bình","{""facebook"": ""facebook.com/hoang_thanh_quang95"", ""preferred"": ""zalo""}",Website,"[""duong-da""]",,2025-04-24 13:34:45,2025-05-15 10:23:51
336,Vũ Minh My,Trung bình,2007-05-13,Nữ,vu.minh.my@yahoo.com,0374041209,"Địa chỉ: 88 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận","{""facebook"": ""facebook.com/vu_minh_my63"", ""tiktok"": ""tiktok.com/vu_minh_my12"", ""preferred"": ""tiktok""}",Social,[],,2024-03-14 18:59:07,2024-05-21 01:33:42
337,Lê Đức Chi,Trung bình,1999-02-03,Nam,le.duc.chi@outlook.com,0382240299,"Địa chỉ: 62 Đường Phong Châu, Phước Hải, Nha Trang, Khánh Hòa 57106","{""zalo"": ""zalo.com/le_duc_chi3"", ""tiktok"": ""tiktok.com/le_duc_chi66"", ""preferred"": ""email""}",Ads,"[""khach-quen"", ""yeu-son""]",,2023-01-08 18:57:22,2023-02-18 13:57:08
338,Phạm Gia My,Tiềm năng,1971-08-19,Nữ,pham.gia.my@yahoo.com,0741244731,"Địa chỉ: 94 Đ. Bình Nhâm 02, P, Thuận An, Bình Dương 700000","{""facebook"": ""facebook.com/pham_gia_my87"", ""preferred"": ""facebook""}",Website,"[""nu"", ""khach-quen"", ""da-nhay-cam""]",,2024-09-13 06:55:26,2024-11-01 16:01:46
339,Phan Phương Kim,Trung bình,1986-05-10,Nam,phan.phuong.kim@icloud.com,0879459196,"Địa chỉ: 693 Long Hưng, Hoàn Diệu, Thái Bình","{""facebook"": ""facebook.com/phan_phuong_kim37"", ""preferred"": ""email""}",Ads,[],,2023-02-22 10:39:51,2023-07-02 19:52:40
340,Huỳnh Lan Bảo,Vip,1965-12-01,Nam,huynh.lan.bao@yahoo.com,0363135525,"Địa chỉ: H272+43C, Kinh Dinh, Phan Rang-Tháp Chàm, Ninh Thuận","{""facebook"": ""facebook.com/huynh_lan_bao36"", ""zalo"": ""zalo.com/huynh_lan_bao13"", ""tiktok"": ""tiktok.com/huynh_lan_bao91"", ""preferred"": ""email""}",Website,"[""tri-mun"", ""khach-quen""]",,2024-05-14 12:40:18,2024-07-13 09:07:13
341,Ngô Thu Chi,Trung bình,2000-05-09,Nữ,ngo.thu.chi@outlook.com,0343077046,"Địa chỉ: 30 Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh","{""preferred"": ""zalo""}",Referral,"[""yeu-son"", ""da-nhay-cam""]",,2023-02-03 00:57:16,2023-04-16 01:36:13
342,Trần Anh Nam,Trung bình,1962-06-05,Nam,tran.anh.nam@gmail.com,0774455618,"Địa chỉ: 257W+246, Cam Nghĩa, Tp. Cam Ranh, Khánh Hòa","{""instagram"": ""instagram.com/tran_anh_nam6"", ""tiktok"": ""tiktok.com/tran_anh_nam41"", ""preferred"": ""phone""}",Referral,"[""nu"", ""khach-quen""]",,2025-09-22 21:50:00,2025-10-08 19:59:00
343,Lê Đức Lộc,Tiềm năng,1968-06-08,Nam,le.duc.loc8808@gmail.com,0714010414,"Địa chỉ: 23 Phú Gia 4, KĐT Vinhomes Dragon Bay, Cẩm Phả, Quảng Ninh 200000","{""preferred"": ""tiktok""}",Website,"[""duong-toc"", ""chong-nang"", ""nam""]",,2023-07-06 06:14:56,2023-08-07 17:52:31
344,Vũ Tuấn Kim,Tiềm năng,1976-03-30,Nữ,vu.tuan.kim@outlook.com,0967314415,"Địa chỉ: 155 Ng. Thì Nhậm, P. Kỳ Bá, Thái Bình","{""facebook"": ""facebook.com/vu_tuan_kim27"", ""instagram"": ""instagram.com/vu_tuan_kim49"", ""zalo"": ""zalo.com/vu_tuan_kim13"", ""tiktok"": ""tiktok.com/vu_tuan_kim75"", ""preferred"": ""email""}",Ads,"[""nu""]",,2025-02-07 08:14:20,2025-02-22 15:58:29
345,Đặng Phương Giang,Tiềm năng,1966-07-22,Nữ,dang.phuong.giang@hotmail.com,0522356798,"Địa chỉ: 69/2 Trưng Nữ Vương, Phường 1, Vĩnh Long","{""facebook"": ""facebook.com/dang_phuong_giang13"", ""zalo"": ""zalo.com/dang_phuong_giang58"", ""tiktok"": ""tiktok.com/dang_phuong_giang3"", ""preferred"": ""tiktok""}",Referral,"[""da-nhay-cam"", ""chong-nang""]",,2025-06-15 17:09:07,2025-10-09 09:29:00
346,Võ Văn Ngọc,Trung bình,1993-12-14,Nam,vo.van.ngoc@icloud.com,0842686850,"Địa chỉ: 96a3 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000","{""facebook"": ""facebook.com/vo_van_ngoc77"", ""instagram"": ""instagram.com/vo_van_ngoc55"", ""zalo"": ""zalo.com/vo_van_ngoc6"", ""preferred"": ""facebook""}",Referral,"[""nu"", ""da-nhay-cam"", ""tri-mun""]",,2024-09-17 13:26:59,2024-11-02 11:04:42
347,Trần Tuấn Trung,Tiềm năng,1978-03-26,Nam,tran.tuan.trung@hotmail.com,0524396661,"Địa chỉ: 216 Nguyễn Chí Thanh, Cam Nghĩa, Cam Ranh, Khánh Hòa","{""facebook"": ""facebook.com/tran_tuan_trung76"", ""instagram"": ""instagram.com/tran_tuan_trung0"", ""zalo"": ""zalo.com/tran_tuan_trung64"", ""preferred"": ""email""}",Walk-in,"[""khach-quen"", ""tri-mun""]",,2023-11-13 05:50:38,2024-02-10 05:01:57
348,Vũ Ngọc Thảo,Trung bình,1972-10-05,Nữ,vu.ngoc.thao@yahoo.com,0335720765,"Địa chỉ: 2 Đường số 5, Uyên Hưng, Tân Uyên, Bình Dương","{""instagram"": ""instagram.com/vu_ngoc_thao62"", ""tiktok"": ""tiktok.com/vu_ngoc_thao5"", ""preferred"": ""facebook""}",Ads,[],,2023-01-16 02:54:18,2023-06-17 15:43:34
349,Vũ Thanh Bảo,Trung bình,1999-04-16,Khác,vu.thanh.bao1539@gmail.com,0755775847,"Địa chỉ: AH1, Vĩnh Hảo, Tuy Phong, Bình Thuận","{""zalo"": ""zalo.com/vu_thanh_bao52"", ""preferred"": ""phone""}",Referral,"[""duong-toc"", ""nuoc-hoa""]",Ưa thích son lì tông đất,2025-01-22 10:03:26,2025-02-19 19:53:07
350,Vũ Tuấn Chi,Mới,1986-03-15,Nữ,vu.tuan.chi@gmail.com,0746148782,"Địa chỉ: 526 Quang Trung, TT. Phù Mỹ, Phù Mỹ, Bình Định","{""facebook"": ""facebook.com/vu_tuan_chi66"", ""tiktok"": ""tiktok.com/vu_tuan_chi58"", ""preferred"": ""email""}",Ads,"[""da-nhay-cam"", ""yeu-son""]",,2024-03-05 03:14:22,2024-05-23 10:10:40
351,Nguyễn Quốc Huy,Tiềm năng,1990-07-02,Nam,nguyen.quoc.huy@yahoo.com,0394982474,"Địa chỉ: 254 Âu Dương Lân, Phường Rạch Ông, Quận 8, Hồ Chí Minh 751000","{""facebook"": ""facebook.com/nguyen_quoc_huy0"", ""instagram"": ""instagram.com/nguyen_quoc_huy84"", ""tiktok"": ""tiktok.com/nguyen_quoc_huy17"", ""preferred"": ""zalo""}",Referral,[],,2025-07-10 07:18:45,2025-08-10 09:14:57
352,Hoàng Văn Yến,Tiềm năng,1973-02-01,Nữ,hoang.van.yen@yahoo.com,0579143075,"Địa chỉ: 534, Thịnh Trường, Nghi Lộc, Nghệ An","{""facebook"": ""facebook.com/hoang_van_yen41"", ""zalo"": ""zalo.com/hoang_van_yen98"", ""tiktok"": ""tiktok.com/hoang_van_yen17"", ""preferred"": ""tiktok""}",Event,"[""da-nhay-cam"", ""trang-diem"", ""duong-toc""]",Ưa thích son lì tông đất,2024-04-27 17:04:13,2024-06-11 13:36:05
353,Lê Minh Phương,Mới,1971-07-12,Nam,le.minh.phuong7556@hotmail.com,0936612875,"Địa chỉ: 320 Đ. Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh","{""instagram"": ""instagram.com/le_minh_phuong98"", ""zalo"": ""zalo.com/le_minh_phuong96"", ""tiktok"": ""tiktok.com/le_minh_phuong38"", ""preferred"": ""instagram""}",Website,"[""nuoc-hoa"", ""da-nhay-cam"", ""khach-quen""]",,2024-09-29 07:33:00,2025-01-25 08:33:27
354,Đặng Thị Anh,Tiềm năng,2000-02-07,Nam,dang.thi.anh@gmail.com,0788701041,"Địa chỉ: 178 Lê Văn Khương, Hiệp Thành, Quận 12, Hồ Chí Minh 71500","{""zalo"": ""zalo.com/dang_thi_anh71"", ""preferred"": ""tiktok""}",Website,"[""nu"", ""nuoc-hoa"", ""duong-da""]",,2025-06-27 04:07:10,2025-10-08 23:22:00
355,Hoàng Minh Nhung,Trung bình,1992-08-26,Nữ,hoang.minh.nhung106@icloud.com,0341102918,"Địa chỉ: 140 Đ. Nguyễn Thị Minh Khai, Khu Phố Tân Long, Huyện, Dĩ An, Bình Dương","{""facebook"": ""facebook.com/hoang_minh_nhung61"", ""preferred"": ""email""}",Referral,[],Thích mùi nước hoa nhẹ,2024-08-29 22:52:11,2024-09-13 03:18:17
356,Phạm Hữu Vy,Trung bình,2006-09-09,Nữ,pham.huu.vy@yahoo.com,0733288377,"Địa chỉ: 6PGM+36X, Võ Thị Sáu, Liên Hương, Tuy Phong, Bình Thuận","{""instagram"": ""instagram.com/pham_huu_vy36"", ""zalo"": ""zalo.com/pham_huu_vy72"", ""tiktok"": ""tiktok.com/pham_huu_vy74"", ""preferred"": ""zalo""}",Referral,"[""nuoc-hoa"", ""nam"", ""duong-toc""]",,2023-06-16 17:46:12,2023-10-13 08:56:55
357,Dương Thị An,Trung bình,2004-09-09,Nữ,duong.thi.an7667@icloud.com,0950258835,"Địa chỉ: Vĩnh Hy, Ninh Hải, Ninh Thuận","{""zalo"": ""zalo.com/duong_thi_an97"", ""preferred"": ""tiktok""}",Referral,"[""nuoc-hoa""]",,2025-05-24 19:40:13,2025-08-19 12:23:58
358,Lý Tuấn Hương,Tiềm năng,1992-12-09,Nữ,ly.tuan.huong@hotmail.com,0994259959,"Địa chỉ: H278+9VQ, Mười Sáu Tháng Tư, Mỹ Hải, Phan Rang-Tháp Chàm, Ninh Thuận","{""facebook"": ""facebook.com/ly_tuan_huong86"", ""instagram"": ""instagram.com/ly_tuan_huong97"", ""zalo"": ""zalo.com/ly_tuan_huong98"", ""preferred"": ""phone""}",Referral,[],"Da nhạy cảm, tránh hương liệu mạnh",2023-12-26 22:33:46,2024-01-20 02:25:48
359,Huỳnh Phương Anh,Tiềm năng,1996-01-07,Nữ,huynh.phuong.anh6883@gmail.com,0919410175,"Địa chỉ: Quốc lộ 1D, Khu Phố 1, Bãi Xép, Phường Ghềnh Ráng,, Quy Nhơn, Bình Định","{""instagram"": ""instagram.com/huynh_phuong_anh25"", ""zalo"": ""zalo.com/huynh_phuong_anh62"", ""tiktok"": ""tiktok.com/huynh_phuong_anh36"", ""preferred"": ""instagram""}",Referral,"[""nuoc-hoa""]",,2024-11-29 06:56:01,2025-03-05 11:47:01
360,Phan Văn Phương,Trung bình,2004-08-01,Nam,phan.van.phuong@gmail.com,0340205698,"Địa chỉ: 281 Trưng Nữ Vương, Bình Thuận, Hải Châu, Đà Nẵng 50000","{""tiktok"": ""tiktok.com/phan_van_phuong80"", ""preferred"": ""tiktok""}",Website,"[""tri-mun"", ""nu"", ""yeu-son""]",Ưa thích son lì tông đất,2024-06-30 23:27:54,2024-09-30 21:58:59
361,Đặng Văn Quang,Mới,2006-10-30,Nam,dang.van.quang@gmail.com,0395034465,"Địa chỉ: Bệnh viện/314 Nguyễn Trãi, Phường 8, Quận 5, Hồ Chí Minh","{""facebook"": ""facebook.com/dang_van_quang79"", ""instagram"": ""instagram.com/dang_van_quang89"", ""tiktok"": ""tiktok.com/dang_van_quang33"", ""preferred"": ""phone""}",Referral,"[""trang-diem"", ""uu-tien-ship""]",,2025-03-15 07:28:57,2025-08-19 01:41:19
362,Võ Đức Bảo,Tiềm năng,1961-11-15,Nam,vo.duc.bao974@yahoo.com,0948503719,"Địa chỉ: Thôn Núi Chúa, Mỹ Hòa, Ninh Hải, Ninh Thuận 670000","{""tiktok"": ""tiktok.com/vo_duc_bao16"", ""preferred"": ""zalo""}",Website,[],,2023-04-20 22:14:21,2023-08-05 20:01:01
363,Lý Thanh Khánh,Mới,1986-01-26,Nam,ly.thanh.khanh@icloud.com,0984300038,"Địa chỉ: Lô 23 Đường số 13, Phước Hải, Nha Trang, Khánh Hòa 650000","{""instagram"": ""instagram.com/ly_thanh_khanh54"", ""zalo"": ""zalo.com/ly_thanh_khanh14"", ""tiktok"": ""tiktok.com/ly_thanh_khanh78"", ""preferred"": ""zalo""}",Website,[],,2023-03-22 23:56:08,2023-06-30 13:40:12
364,Trần Đức Khánh,Vip,1977-10-17,Nam,tran.duc.khanh@gmail.com,0346890030,"Địa chỉ: WCRG+29W, Đặng Thùy Trâm, Phường 4, Đà Lạt, Lâm Đồng","{""instagram"": ""instagram.com/tran_duc_khanh15"", ""tiktok"": ""tiktok.com/tran_duc_khanh69"", ""preferred"": ""instagram""}",Ads,"[""duong-da"", ""nuoc-hoa""]",,2024-01-15 10:05:20,2024-03-29 14:48:42
365,Đỗ Gia Ngân,Trung bình,1980-09-17,Nữ,do.gia.ngan@outlook.com,0968438458,"Địa chỉ: C275+W4W, Unnamed, Road, Thuận Nam, Ninh Thuận","{""facebook"": ""facebook.com/do_gia_ngan94"", ""instagram"": ""instagram.com/do_gia_ngan15"", ""zalo"": ""zalo.com/do_gia_ngan18"", ""tiktok"": ""tiktok.com/do_gia_ngan30"", ""preferred"": ""phone""}",Ads,"[""nu"", ""yeu-son"", ""khach-quen""]",,2023-11-13 05:04:40,2023-12-19 00:02:47
366,Phạm Thị Kim,Mới,1987-03-02,Nữ,pham.thi.kim4429@outlook.com,0374104967,"Địa chỉ: Thôn Xuân Phong Bắc, An Hoà, An Lão, Bình Định","{""facebook"": ""facebook.com/pham_thi_kim84"", ""instagram"": ""instagram.com/pham_thi_kim69"", ""preferred"": ""email""}",Ads,[],,2024-08-12 06:20:05,2024-09-28 22:01:48
367,Phan Lan Hoa,Trung bình,1987-08-07,Nữ,phan.lan.hoa@hotmail.com,0876018648,"Địa chỉ: 412-414 đường Võ Thị Sáu, Phường 3, Bạc Liêu, 97000","{""facebook"": ""facebook.com/phan_lan_hoa87"", ""zalo"": ""zalo.com/phan_lan_hoa31"", ""preferred"": ""zalo""}",Website,"[""chong-nang"", ""da-nhay-cam""]",,2024-01-06 01:44:34,2024-02-08 02:17:44
368,Võ Anh Trung,Vip,1992-06-27,Nam,vo.anh.trung@hotmail.com,0811495427,"Địa chỉ: 34 Đinh Tiên Hoàng, Đông Thành, Ninh Bình","{""facebook"": ""facebook.com/vo_anh_trung10"", ""instagram"": ""instagram.com/vo_anh_trung78"", ""zalo"": ""zalo.com/vo_anh_trung8"", ""tiktok"": ""tiktok.com/vo_anh_trung33"", ""preferred"": ""zalo""}",Referral,[],Thích mùi nước hoa nhẹ,2025-09-17 16:47:09,2025-10-09 05:01:00
369,Huỳnh Ngọc Trà,Tiềm năng,1988-08-06,Nam,huynh.ngoc.tra@yahoo.com,0920287950,"Địa chỉ: 10/1 Hồ Văn Thể, Bình Đa, Biên Hòa, Đồng Nai 76100","{""instagram"": ""instagram.com/huynh_ngoc_tra9"", ""zalo"": ""zalo.com/huynh_ngoc_tra14"", ""tiktok"": ""tiktok.com/huynh_ngoc_tra30"", ""preferred"": ""instagram""}",Referral,"[""duong-toc"", ""duong-da""]",,2024-07-02 21:17:06,2024-11-17 22:54:49
370,Ngô Văn Chi,Vip,1984-08-13,Nam,ngo.van.chi2345@gmail.com,0969556574,"Địa chỉ: 175 Đỗ Tường Phong, TT. Tầm Vu, Châu Thành, Long An","{""facebook"": ""facebook.com/ngo_van_chi99"", ""preferred"": ""instagram""}",Ads,"[""chong-nang"", ""yeu-son""]",,2025-08-04 02:35:16,2025-09-27 13:59:15
371,Hoàng Hữu Khoa,Trung bình,1964-02-25,Nam,hoang.huu.khoa3680@hotmail.com,0999868180,"Địa chỉ: 102 D. Hiến Quyền, Ba Làng, Nha Trang, Khánh Hòa 650000","{""zalo"": ""zalo.com/hoang_huu_khoa40"", ""preferred"": ""facebook""}",Event,"[""nuoc-hoa"", ""duong-toc"", ""tri-mun""]",Quan tâm combo dưỡng ẩm + chống nắng,2024-01-15 02:03:37,2024-04-08 10:54:37
372,Ngô Anh Khoa,Tiềm năng,1977-09-09,Nam,ngo.anh.khoa@hotmail.com,0925793763,"Địa chỉ: 39 và TM 13, Lô TM 13, 40 Đường D13, KĐT Biển Bình Sơn, Phan Rang-Tháp Chàm, Ninh Thuận 59000","{""instagram"": ""instagram.com/ngo_anh_khoa15"", ""zalo"": ""zalo.com/ngo_anh_khoa53"", ""tiktok"": ""tiktok.com/ngo_anh_khoa18"", ""preferred"": ""email""}",Email,"[""da-nhay-cam""]",,2023-08-03 14:14:17,2024-01-05 23:42:52
373,Phan Gia Hương,Vip,1970-09-03,Nữ,phan.gia.huong255@yahoo.com,0826487120,"Địa chỉ: F4RH+726, Nguyễn Thị Ngọc Oanh, TT. Ninh Hòa, Ninh Hòa, Khánh Hòa","{""facebook"": ""facebook.com/phan_gia_huong51"", ""zalo"": ""zalo.com/phan_gia_huong37"", ""tiktok"": ""tiktok.com/phan_gia_huong43"", ""preferred"": ""email""}",Referral,[],,2025-04-02 06:05:42,2025-07-10 21:28:21
374,Trần Văn Lộc,Mới,1975-07-17,Nam,tran.van.loc6700@icloud.com,0574722981,"Địa chỉ: 707 Quang Trung, Tây Sơn, Tam Điệp, Ninh Bình","{""facebook"": ""facebook.com/tran_van_loc75"", ""instagram"": ""instagram.com/tran_van_loc98"", ""zalo"": ""zalo.com/tran_van_loc38"", ""tiktok"": ""tiktok.com/tran_van_loc6"", ""preferred"": ""email""}",Event,"[""nam"", ""nu""]",,2024-05-12 18:45:09,2024-09-02 01:11:12
375,Ngô Minh Thảo,Vip,1966-03-15,Nữ,ngo.minh.thao@yahoo.com,0730368499,"Địa chỉ: 149 Lê Lợi, Hưng Long, Thành phố Phan Thiết, Bình Thuận","{""instagram"": ""instagram.com/ngo_minh_thao33"", ""preferred"": ""instagram""}",Ads,[],,2025-01-25 23:05:41,2025-05-18 07:14:13
376,Phan Thanh Linh,Trung bình,1991-09-25,Nam,phan.thanh.linh449@hotmail.com,0518830705,"Địa chỉ: 113 Trần Nhật Duật, Phước Hoà, Nha Trang, Khánh Hòa 650000","{""zalo"": ""zalo.com/phan_thanh_linh55"", ""tiktok"": ""tiktok.com/phan_thanh_linh11"", ""preferred"": ""instagram""}",Social,"[""nu"", ""khach-quen"", ""uu-tien-ship""]",,2024-12-06 00:43:52,2025-02-19 04:43:19
377,Đỗ Lan Khoa,Mới,2000-08-11,Nam,do.lan.khoa3645@gmail.com,0762854781,"Địa chỉ: Đ. Kon Tum, Phùng Chí Kiên, Bắc Kạn","{""zalo"": ""zalo.com/do_lan_khoa81"", ""preferred"": ""instagram""}",Referral,[],Ưa thích son lì tông đất,2024-05-08 06:16:19,2024-06-26 02:35:39
378,Vũ Thu Tài,Vip,1989-02-13,Nam,vu.thu.tai@yahoo.com,0582742318,"Địa chỉ: B14 Đ.Tôn Đức Thắng, Trần Phú, Quảng Ngãi, 57000","{""zalo"": ""zalo.com/vu_thu_tai44"", ""tiktok"": ""tiktok.com/vu_thu_tai84"", ""preferred"": ""instagram""}",Referral,"[""nu""]",,2024-10-11 14:06:37,2025-04-05 23:41:18
379,Lý Quốc Anh,Trung bình,1992-10-31,Nữ,ly.quoc.anh@hotmail.com,0784131467,"Địa chỉ: 269 Trương Công Định, Khóm 4, Sóc Trăng","{""zalo"": ""zalo.com/ly_quoc_anh62"", ""preferred"": ""phone""}",Ads,"[""khach-quen""]",Ưu tiên sản phẩm thiên nhiên,2024-06-23 22:40:06,2024-12-19 13:09:44
380,Phan Gia Chi,Trung bình,1969-04-09,Nam,phan.gia.chi@outlook.com,0355667664,"Địa chỉ: 8Q9J+9R2, Vĩnh Tân, Tuy Phong, Bình Thuận","{""instagram"": ""instagram.com/phan_gia_chi99"", ""preferred"": ""email""}",Website,"[""nam"", ""duong-da""]",,2024-09-28 14:52:54,2024-11-24 11:43:33
381,Nguyễn Phương Nam,Mới,2002-06-28,Nam,nguyen.phuong.nam1479@outlook.com,0568108358,"Địa chỉ: 20 Trần Bình Trọng, khu phố 3, Thành phố Phan Thiết, Bình Thuận","{""facebook"": ""facebook.com/nguyen_phuong_nam31"", ""zalo"": ""zalo.com/nguyen_phuong_nam2"", ""preferred"": ""email""}",Website,"[""nu"", ""tri-mun"", ""duong-toc""]",Quan tâm combo dưỡng ẩm + chống nắng,2024-05-29 23:17:40,2024-09-12 07:08:41
382,Lý Thị Dũng,Mới,1975-11-02,Nam,ly.thi.dung@gmail.com,0743041662,"Địa chỉ: Liên Trung, Hải Thượng, Nghi Sơn, Thanh Hóa","{""instagram"": ""instagram.com/ly_thi_dung77"", ""preferred"": ""tiktok""}",Referral,"[""duong-da"", ""nu"", ""uu-tien-ship""]",,2023-08-24 21:17:14,2023-09-18 18:42:09
383,Dương Đức Quang,Trung bình,1983-02-15,Nam,duong.duc.quang@hotmail.com,0786461368,"Địa chỉ: 19 Phùng Hưng, Phú Thuỷ, Thành phố Phan Thiết, Bình Thuận 77000","{""tiktok"": ""tiktok.com/duong_duc_quang73"", ""preferred"": ""facebook""}",Social,"[""da-nhay-cam""]",,2025-02-11 02:48:13,2025-08-16 17:08:08
384,Lý Tuấn Quang,Vip,1991-10-06,Nam,ly.tuan.quang@outlook.com,0531182379,"Địa chỉ: PMGW+WMW, Đường Số 4, Tân Hưng, Quận 7, Hồ Chí Minh","{""facebook"": ""facebook.com/ly_tuan_quang43"", ""zalo"": ""zalo.com/ly_tuan_quang88"", ""tiktok"": ""tiktok.com/ly_tuan_quang52"", ""preferred"": ""facebook""}",Ads,"[""uu-tien-ship"", ""yeu-son"", ""tri-mun""]",,2025-02-05 11:56:48,2025-04-11 02:56:31
385,Lý Thanh Kim,Trung bình,2000-07-22,Nam,ly.thanh.kim@yahoo.com,0367788116,"Địa chỉ: 82 QL61, Thị trấn Cái Tắc, Châu Thành A, Hậu Giang 910000","{""instagram"": ""instagram.com/ly_thanh_kim54"", ""zalo"": ""zalo.com/ly_thanh_kim80"", ""preferred"": ""tiktok""}",Website,"[""uu-tien-ship""]",,2023-09-16 04:16:20,2023-11-05 20:12:17
386,Nguyễn Minh Quang,Trung bình,1977-10-26,Nam,nguyen.minh.quang@outlook.com,0758595922,"Địa chỉ: Long Điền Đông, Đông Hải, Bạc Liêu","{""tiktok"": ""tiktok.com/nguyen_minh_quang67"", ""preferred"": ""phone""}",Ads,"[""uu-tien-ship"", ""yeu-son""]",,2024-12-20 01:25:24,2025-02-11 13:26:40
387,Huỳnh Ngọc Kim,Tiềm năng,1969-05-17,Nam,huynh.ngoc.kim@gmail.com,0353318751,"Địa chỉ: 55 Đường Số 6, Khu Đô Thị Biển, Thành phố Phan Thiết, Bình Thuận","{""zalo"": ""zalo.com/huynh_ngoc_kim54"", ""tiktok"": ""tiktok.com/huynh_ngoc_kim39"", ""preferred"": ""zalo""}",Event,[],,2025-05-18 14:50:59,2025-07-15 03:24:33
388,Phan Văn Phương,Trung bình,2008-03-27,Nữ,phan.van.phuong@yahoo.com,0852491289,"Địa chỉ: 52JX+2HW, Thôn Trà Quang, Phù Mỹ, Bình Định","{""facebook"": ""facebook.com/phan_van_phuong29"", ""zalo"": ""zalo.com/phan_van_phuong78"", ""tiktok"": ""tiktok.com/phan_van_phuong21"", ""preferred"": ""tiktok""}",Website,"[""nu"", ""yeu-son""]",,2025-01-05 09:53:10,2025-02-27 16:00:23
389,Trần Ngọc Linh,Tiềm năng,1964-12-24,Nam,tran.ngoc.linh6970@icloud.com,0864813866,"Địa chỉ: 249 Lê Hồng Phong, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu 78000","{""zalo"": ""zalo.com/tran_ngoc_linh62"", ""preferred"": ""zalo""}",Ads,"[""uu-tien-ship"", ""trang-diem""]","Da nhạy cảm, tránh hương liệu mạnh",2023-09-16 01:15:53,2024-02-25 11:22:36
390,Ngô Thu An,Trung bình,1990-11-04,Nữ,ngo.thu.an@outlook.com,0785639836,"Địa chỉ: Nguyễn Đình Chiểu, Phường 2, Bến Tre","{""facebook"": ""facebook.com/ngo_thu_an39"", ""instagram"": ""instagram.com/ngo_thu_an47"", ""tiktok"": ""tiktok.com/ngo_thu_an1"", ""preferred"": ""email""}",Website,[],,2024-07-14 18:44:02,2024-11-26 01:49:46
