ContactId,FirstName,LastName,FullName,DateOfBirth,Gender,Email,Telephone,City,Country,CreatedOn,LoyaltyTier,Income,CustomerSatisfaction
CUST_02460,Mackenzie,Coleman,Mackenzie Coleman,1987-04-21,Female,joseph75@hotmail.com,724-318-0218,New Taramouth,VN,2021-04-05,high,7449.69117052954,medium
CUST_02461,Kimberly,Mclean,Kimberly Mclean,2000-05-30,Female,linadrian@gmail.com,398-847-7643x8726,Port Zoebury,VN,2024-05-28,low,27908.557646522248,low
CUST_02462,Brenda,Jenkins,Brenda Jenkins,1970-05-19,Female,qking@copeland.com,001-083-555-2374x0328,Port Paula,VN,2022-05-04,medium,12743.988962121048,high
CUST_02463,Jimmy,Oneal,Jimmy Oneal,1997-02-26,Male,nmason@johnson-lopez.com,+1-097-457-2437x46819,Lake Danielle,VN,2021-10-22,low,29102.535702441142,medium
CUST_02464,David,Smith,David Smith,1994-06-28,Female,fisherlaurie@miller.com,903.323.1602,Lake Jeremyton,VN,2022-12-05,medium,67784.47139050029,high
CUST_02465,Jason,Nguyen,Jason Nguyen,1995-08-29,Male,yray@gmail.com,9701130916,West Jennifer,VN,2021-10-26,medium,14961.434293271304,high
CUST_02466,Crystal,Bray,Crystal Bray,1985-01-29,Male,xroy@yahoo.com,697-255-2201x340,West Jonathan,VN,2021-12-06,low,68122.35563108377,medium
CUST_02467,Noah,Jackson,Noah Jackson,1991-02-10,Male,allen70@hunt.com,0956533671,Whitemouth,VN,2024-07-23,low,9656.322994351687,high
CUST_02468,Bethany,Hernandez,Bethany Hernandez,1990-11-30,Male,danielthornton@yahoo.com,+1-541-988-0204x520,Joneshaven,VN,2024-08-08,medium,29354.45064481046,low
CUST_02469,Wendy,Johns,Wendy Johns,1999-07-28,Female,hancockshelby@yahoo.com,958.963.2862,Richardshaven,VN,2024-02-17,low,77537.61401452738,high
CUST_02470,Samuel,Luna,Samuel Luna,1972-03-20,Female,steven84@edwards.com,+1-758-903-2548x859,West Angelaland,VN,2021-01-23,low,53072.86700366009,medium
CUST_02471,Nicholas,Townsend,Nicholas Townsend,1993-01-17,Female,alexandermatthew@gmail.com,001-857-279-4977x90168,New Breannaborough,VN,2021-05-28,medium,47923.49516909113,low
CUST_02472,Zachary,Johnson,Zachary Johnson,2003-03-23,Female,george44@gmail.com,452-026-6178,Parkburgh,VN,2023-12-14,medium,42388.28695607897,high
CUST_02473,Douglas,Thomas,Douglas Thomas,1967-02-15,Male,robinsonmarc@mann.com,918-454-4842x3538,Lake Adamville,VN,2023-02-15,low,25518.01895339271,high
CUST_02474,Ricky,Mcconnell,Ricky Mcconnell,1996-01-28,Male,david23@hotmail.com,001-339-236-0324,South Jeremy,VN,2023-04-16,low,47159.468040011634,high
CUST_02475,Stacy,Soto,Stacy Soto,1980-10-29,Female,wrightbrandon@yahoo.com,+1-091-749-8753,Hudsonfort,VN,2023-12-18,low,9365.361924963756,medium
CUST_02476,Justin,Scott,Justin Scott,1962-06-17,Male,michaelgordon@gmail.com,+1-280-416-7456x07281,North Destinyburgh,VN,2022-07-18,high,53604.21994628479,high
CUST_02477,Virginia,Ward,Virginia Ward,1975-03-24,Male,perrybrett@gmail.com,578-692-1832x3470,North Sheilaport,VN,2023-11-11,low,43469.61180279261,high
CUST_02478,Edward,Dillon,Edward Dillon,1968-06-26,Male,kevin82@gmail.com,474-723-0146,Murphystad,VN,2022-02-09,medium,40101.46852537188,medium
CUST_02479,Corey,Bentley,Corey Bentley,2001-01-07,Male,christopher96@mills.info,1412980626,Fuentesstad,VN,2022-11-16,low,49812.743106637914,medium
CUST_02480,Karen,Wagner,Karen Wagner,1971-04-29,Female,npearson@yahoo.com,001-472-925-7911x144,Jenningsbury,VN,2021-01-08,medium,65916.86424120134,high
CUST_02481,Brian,Knight,Brian Knight,1990-11-23,Female,griffinrhonda@yahoo.com,001-699-588-6260x27090,Lewisburgh,VN,2023-08-22,medium,58717.926707362254,high
CUST_02482,Todd,Jones,Todd Jones,1958-10-28,Female,bradleymichelle@yahoo.com,(606)379-0496x14200,Kristinaport,VN,2021-07-01,medium,52979.2063554541,medium
CUST_02483,Charles,Richards,Charles Richards,1992-06-12,Male,rclark@aguirre-gordon.com,631.597.0948x2224,North Cynthiachester,VN,2024-05-05,medium,20267.895502644842,low
CUST_02484,Bryan,Lambert,Bryan Lambert,1974-08-22,Male,ecardenas@barrett.org,203.550.4680x7502,Rachelshire,VN,2022-01-18,high,11662.818259333046,low
CUST_02485,Shelley,Thomas,Shelley Thomas,1999-04-22,Female,jacksonleslie@hotmail.com,4306919069,North Kelly,VN,2021-11-06,high,16056.390929975398,high
CUST_02486,Brian,Wagner,Brian Wagner,1997-12-24,Male,xfox@gmail.com,396-059-1397x3243,Brownburgh,VN,2023-07-10,low,5631.520356163732,medium
CUST_02487,Beth,Mckay,Beth Mckay,1971-10-09,Female,shellymanning@gmail.com,582.924.1197x065,West Susan,VN,2024-11-24,low,3560.006192438715,low
CUST_02488,Gregg,Dyer,Gregg Dyer,1960-02-16,Male,matthew21@hotmail.com,(554)104-2247,West Cathyport,VN,2021-06-20,low,10674.121999911742,medium
CUST_02489,Jesse,Clark,Jesse Clark,1968-06-19,Female,robyncontreras@vasquez-marshall.info,759.599.2306x9584,Leonardchester,VN,2021-03-12,low,68356.92646373971,medium
CUST_02490,Joseph,Fitzpatrick,Joseph Fitzpatrick,1967-12-23,Female,bullockeric@gonzalez.net,3640561596,East Williamport,VN,2023-06-29,low,27800.204299352463,high
CUST_02491,Haley,Young,Haley Young,1993-01-22,Male,wwilliams@hotmail.com,875.098.2723,New Noah,VN,2021-07-12,medium,28029.43854116978,medium
CUST_02492,Matthew,Gilmore,Matthew Gilmore,1997-09-09,Female,samantha30@hotmail.com,794.371.1349x493,West Jessica,VN,2021-09-21,medium,61168.66998369974,high
CUST_02493,Nicole,Spencer,Nicole Spencer,1966-06-23,Male,ashaw@blevins.com,828.954.6548x2369,Port Brenda,VN,2024-11-08,high,55927.83016273042,medium
CUST_02494,Kelly,Smith,Kelly Smith,1966-03-03,Female,deborah56@mills.com,001-895-983-7847x2998,Johnmouth,VN,2023-03-04,high,59386.3736917786,high
CUST_02495,Sarah,Chapman,Sarah Chapman,1987-11-09,Female,kevin74@gmail.com,+1-806-012-8257x8626,North Patricia,VN,2022-02-06,medium,4503.237943745547,high
CUST_02496,Evelyn,Rivers,Evelyn Rivers,1988-09-30,Male,scottjason@gmail.com,(822)200-0763,Lake Matthew,VN,2021-05-19,medium,66846.99705614366,high
CUST_02497,Emily,Grant,Emily Grant,1977-12-25,Male,william75@hotmail.com,001-701-502-4717x3575,Mackfurt,VN,2022-01-23,low,69382.01365576396,high
CUST_02498,Hannah,Kelly,Hannah Kelly,1971-05-10,Male,watsondavid@hotmail.com,(800)339-0238x34088,Matthewmouth,VN,2021-12-11,medium,15127.542201836895,high
CUST_02499,Katherine,Richards,Katherine Richards,1974-05-14,Male,ypace@roberts.com,913-566-6134x675,Youngstad,VN,2023-10-20,medium,68250.27238955122,medium
CUST_02500,Suzanne,Baker,Suzanne Baker,1985-02-05,Male,melissarodriguez@goodwin.com,(530)929-5493x40413,Ericmouth,VN,2021-06-04,low,20511.473111711755,medium
CUST_02501,Kristen,Rich,Kristen Rich,1965-08-29,Male,yvonnelamb@hotmail.com,254.631.0030x57076,Kingstad,VN,2023-06-22,low,14361.492205809895,high
CUST_02502,Stacey,Santiago,Stacey Santiago,1975-09-01,Female,jacksondenise@yahoo.com,(389)505-2167,Lake Stephanie,VN,2022-10-13,high,32973.512554296714,medium
CUST_02503,Paula,Jones,Paula Jones,1992-10-05,Male,janicekirby@lutz.org,001-019-115-7036x1421,Robertport,VN,2022-11-06,high,11819.988068159137,medium
CUST_02504,Sarah,Davis,Sarah Davis,1968-06-28,Male,dcarter@hotmail.com,559.628.0978,Cruzmouth,VN,2024-06-17,low,69523.05717441652,high
CUST_02505,Richard,Barber,Richard Barber,2000-04-14,Male,rwilson@yahoo.com,+1-316-733-0861x01209,Juliatown,VN,2021-09-19,high,45879.805441393364,medium
CUST_02506,Donna,Weaver,Donna Weaver,2006-10-07,Female,elizabeth86@yahoo.com,001-539-056-7550x213,Port Janice,VN,2024-09-03,medium,3409.962673971948,high
CUST_02507,Anthony,Booth,Anthony Booth,1989-06-14,Male,harmonlisa@sanders.com,060.997.7220,Colleenburgh,VN,2023-10-19,high,5048.397396935419,high
CUST_02508,Brian,Murphy,Brian Murphy,1970-08-20,Female,jessegreer@hotmail.com,001-595-244-5580x580,Laurabury,VN,2022-04-30,medium,68694.31935579763,medium
CUST_02509,Lisa,Carpenter,Lisa Carpenter,1961-07-14,Male,jjohnson@rivera.com,7008638020,Dennistown,VN,2022-02-15,medium,53401.59672421706,high
CUST_02510,Robin,Collins,Robin Collins,1973-09-19,Male,vgilbert@hotmail.com,001-255-400-2381x36285,West Valerietown,VN,2024-05-31,medium,48577.40914026839,high
CUST_02511,Scott,Hughes,Scott Hughes,1980-01-01,Female,patrickchavez@lowe.net,687.576.7627,East Margaretmouth,VN,2024-04-30,low,45310.69716041017,high
CUST_02512,Catherine,Freeman,Catherine Freeman,1966-03-08,Male,ewhite@hotmail.com,(465)832-0323,Mikeborough,VN,2023-11-21,low,9132.674935676969,high
CUST_02513,Amanda,Contreras,Amanda Contreras,1975-06-15,Male,yhenderson@gmail.com,418-762-8391,Westville,VN,2024-02-08,medium,52695.69792206134,high
CUST_02514,Louis,Nicholson,Louis Nicholson,2004-10-15,Female,megan68@yahoo.com,375.717.8240x2261,Benjaminville,VN,2024-10-27,low,61125.18472595917,high
CUST_02515,Amanda,Heath,Amanda Heath,1974-01-02,Female,carrollandrea@gmail.com,561.145.2325,Lake Jennifershire,VN,2024-11-26,low,50116.61452708396,medium
CUST_02516,Alyssa,Nelson,Alyssa Nelson,1965-12-23,Male,diazmichael@yahoo.com,989.296.5090x928,Lake Brian,VN,2021-06-29,low,75580.94768221647,high
CUST_02517,Gloria,Norton,Gloria Norton,1960-02-20,Male,ijohnson@gmail.com,+1-530-751-5848x57053,North Jeremy,VN,2021-10-27,low,52458.61312513231,high
CUST_02518,Lisa,Gonzalez,Lisa Gonzalez,1985-05-21,Female,gilbertmelissa@villarreal-jones.com,+1-424-559-8138x0967,New Courtney,VN,2022-01-07,low,25797.044272998926,high
CUST_02519,Terri,Hansen,Terri Hansen,1988-04-02,Male,jonesandrea@yahoo.com,+1-220-988-1957x98803,Williamsfurt,VN,2023-12-04,medium,31792.445967422354,high
CUST_02520,Ashley,Parker,Ashley Parker,1977-09-14,Female,cheyennepierce@gmail.com,397.966.6271x391,Andreaborough,VN,2021-02-05,high,43452.75710010135,high
CUST_02521,Robin,Brooks,Robin Brooks,1980-08-28,Male,katelyn95@reid.com,(728)415-2083x759,South Justin,VN,2024-06-11,high,46057.31275844832,high
CUST_02522,Kelly,Cole,Kelly Cole,2004-08-29,Male,jason08@gmail.com,(297)182-5956x844,Port Daniel,VN,2022-10-15,medium,41355.98491216649,high
CUST_02523,Jaime,Rowland,Jaime Rowland,1990-01-29,Female,mcdonaldwilliam@fernandez-stanley.com,806-065-2650,Marktown,VN,2023-12-13,high,38287.80766174303,high
CUST_02524,David,Valenzuela,David Valenzuela,1973-07-02,Male,jfernandez@gmail.com,783-568-2551x6481,Gonzalesfort,VN,2024-02-15,low,8717.008168452023,medium
CUST_02525,Laura,Johnson,Laura Johnson,1986-08-13,Male,jennifer95@yahoo.com,(635)160-9107,Webbfurt,VN,2021-07-18,medium,25525.612993080875,high
CUST_02526,Pamela,Turner,Pamela Turner,1986-12-07,Male,edward27@gibson-kennedy.com,395-069-4600x498,Phillipsmouth,VN,2023-09-12,high,40344.40591246747,medium
CUST_02527,Thomas,Webster,Thomas Webster,1958-04-18,Female,robinjohnson@gmail.com,043-582-6074x693,West Tracy,VN,2023-04-21,high,42088.02764453874,high
CUST_02528,Traci,Thompson,Traci Thompson,1956-09-06,Female,ulucas@yahoo.com,438.178.4219x763,West Tonya,VN,2022-08-05,high,35767.80258264725,medium
CUST_02529,Joseph,Carter,Joseph Carter,1990-03-14,Female,adrianamercado@collins.com,534-047-6304x627,West Paulshire,VN,2022-09-28,low,46147.10199953706,low
CUST_02530,Kelsey,Roberson,Kelsey Roberson,1972-05-18,Female,colemanchristopher@gmail.com,018-790-2458x84225,Gardnerstad,VN,2023-02-07,medium,11273.897666025265,high
CUST_02531,Jennifer,Frank,Jennifer Frank,1978-09-24,Male,larrysingh@harris.com,001-481-988-7784x159,Lukeshire,VN,2023-03-17,medium,78817.61644174921,medium
CUST_02532,Fred,Reed,Fred Reed,1958-09-17,Male,kevin26@gmail.com,645.196.7649,Port Nicholasmouth,VN,2022-05-18,high,22776.031241663513,high
CUST_02533,Lindsey,Moon,Lindsey Moon,1989-08-05,Male,zhahn@davis.org,(823)559-9687,Aprilstad,VN,2024-03-23,low,42842.307105598156,high
CUST_02534,Samantha,Williams,Samantha Williams,1999-01-04,Female,mckinneyandres@gmail.com,001-097-686-5325x97503,East Justin,VN,2021-02-03,medium,66071.26411568196,high
CUST_02535,Gregory,Webb,Gregory Webb,1986-11-02,Female,rogersian@lyons.com,391-255-4342,New Samanthaton,VN,2021-10-31,medium,79782.10935978078,medium
CUST_02536,Christina,Weaver,Christina Weaver,1968-05-20,Male,brent27@yahoo.com,338-833-9934x29986,New Rachelland,VN,2021-01-29,high,20583.382291771268,medium
CUST_02537,Melissa,Reese,Melissa Reese,1955-10-09,Male,mataraymond@williams.com,(726)678-3684x0520,Ericport,VN,2021-01-02,medium,75705.67761104772,high
CUST_02538,Danielle,Lopez,Danielle Lopez,2001-10-05,Male,qkemp@navarro-meyer.com,(940)762-1918x59646,East Michael,VN,2022-07-02,low,41837.314231005046,high
CUST_02539,Angel,Marsh,Angel Marsh,1972-06-09,Female,longdavid@yahoo.com,138-423-2179x98002,Port Teresastad,VN,2023-11-22,low,74638.23265841778,medium
CUST_02540,Michael,Mckay,Michael Mckay,1968-05-22,Male,kirkstacy@yahoo.com,(168)872-0903,Emilyfort,VN,2022-04-30,high,60879.34206141959,high
CUST_02541,Angela,Shannon,Angela Shannon,1998-09-17,Female,obradshaw@yahoo.com,001-402-950-0777x76929,East Loganberg,VN,2023-06-22,medium,67378.10418784656,high
CUST_02542,Tyrone,Mitchell,Tyrone Mitchell,1959-07-02,Female,scottmargaret@riggs.com,871.427.3229,East Kimberlychester,VN,2022-01-03,medium,58641.10281225262,medium
CUST_02543,David,Carpenter,David Carpenter,2001-03-03,Male,anthonyjohnson@hotmail.com,001-006-784-7862,Ericborough,VN,2021-08-29,medium,64190.404314332154,high
CUST_02544,Dana,Alvarez,Dana Alvarez,1991-10-10,Male,angela09@mendez.net,+1-014-352-8324x83527,Gonzalezview,VN,2021-01-10,low,13643.87068247096,medium
CUST_02545,Eric,Gonzalez,Eric Gonzalez,1983-05-08,Male,alison84@yahoo.com,001-816-194-8801,South Beverly,VN,2022-12-25,medium,6185.827449979011,medium
CUST_02546,Tiffany,Jensen,Tiffany Jensen,1969-02-27,Female,troylivingston@hotmail.com,077.651.5165x2975,West Briana,VN,2021-09-29,low,40566.49866185058,high
CUST_02547,Danielle,Cole,Danielle Cole,1968-08-30,Male,susan61@gmail.com,174.519.2875x72332,New Carolynview,VN,2022-01-04,low,37733.87513494603,high
CUST_02548,Glen,Lopez,Glen Lopez,1971-02-14,Female,kathleen83@gmail.com,380-154-1970x81262,West Miguelberg,VN,2021-09-30,high,32121.118913672864,high
CUST_02549,Juan,Allison,Juan Allison,1993-08-27,Female,natalie09@hotmail.com,609-092-0096x786,Port Williamfort,VN,2022-12-19,low,12604.68071806929,medium
CUST_02550,Harold,Maldonado,Harold Maldonado,2006-09-13,Female,xjackson@edwards.com,+1-872-972-1144x9770,Luistown,VN,2022-05-19,low,14142.718982512033,high
CUST_02551,Deanna,Collins,Deanna Collins,1989-09-13,Male,lewisroger@krueger-johnson.info,001-932-936-0955x9306,Lake Brendaland,VN,2022-08-29,low,23451.928240313944,high
CUST_02552,Matthew,Wheeler,Matthew Wheeler,1963-06-25,Female,dale50@gmail.com,(660)396-4892x251,Oliverfurt,VN,2022-04-06,medium,38499.58474353153,medium
CUST_02553,Michelle,Kelly,Michelle Kelly,1968-07-24,Female,banksphillip@ponce-wilson.com,789-563-2760x60497,Evansland,VN,2021-05-29,medium,33964.09893722348,high
CUST_02554,Alexander,Smith,Alexander Smith,2001-02-10,Male,codytaylor@mccullough.com,0397843519,North Kathryn,VN,2021-08-06,high,71463.0512492741,high
CUST_02555,Timothy,Carter,Timothy Carter,1978-12-05,Male,iosborne@morrison-burton.com,001-569-197-6739x94859,Richland,VN,2022-10-06,high,76989.61986792988,high
CUST_02556,Sylvia,Harris,Sylvia Harris,1997-05-16,Male,matthew87@cook.com,(411)446-4662x9147,Riceshire,VN,2024-11-01,low,49283.365235277604,high
CUST_02557,Katie,Valencia,Katie Valencia,1989-11-28,Female,nfritz@porter-rose.com,961-811-5905x9947,Nelsonland,VN,2021-03-05,low,44204.27909085218,high
CUST_02558,Michele,Hall,Michele Hall,1979-01-12,Female,pdavidson@garcia.com,3440168323,East Christophermouth,VN,2022-08-25,low,62798.72666432207,high
CUST_02559,Todd,Little,Todd Little,1980-10-06,Female,kimsanchez@mann.info,+1-579-727-0804,West Amy,VN,2024-08-08,low,64083.95190580259,medium
CUST_02560,Ariana,Lopez,Ariana Lopez,2005-08-08,Female,travis80@higgins.com,262.730.1094,West Kristina,VN,2021-12-11,low,18274.685568273002,high
CUST_02561,Christina,Rodriguez,Christina Rodriguez,1955-01-05,Female,geoffreystein@ramirez.info,662.311.6902x166,Ronaldside,VN,2023-08-06,low,51735.90879627044,high
CUST_02562,Tyler,Mccall,Tyler Mccall,1966-03-26,Female,judith20@yahoo.com,+1-740-978-2124x7535,Martineztown,VN,2024-09-03,low,34508.141571495034,high
CUST_02563,John,Middleton,John Middleton,1995-03-28,Male,watersstephanie@farmer.com,+1-121-563-3994x3026,Port Danielle,VN,2022-03-17,low,51843.360508818216,high
CUST_02564,Leslie,Yu,Leslie Yu,1996-11-01,Female,haley14@olson.com,150-940-5902x90171,Christinabury,VN,2024-07-30,low,12712.455544773917,high
CUST_02565,Jillian,Young,Jillian Young,1984-12-30,Male,hfisher@walton-herrera.com,510-700-1715x27688,South Melissa,VN,2023-07-10,low,21485.363289252757,high
CUST_02566,Antonio,Graves,Antonio Graves,1991-09-08,Female,llopez@kennedy.com,0579203924,West Nathanfort,VN,2023-08-07,medium,62226.079953316235,medium
CUST_02567,Eric,Thompson,Eric Thompson,1962-07-14,Female,jessicadavis@yahoo.com,240-252-7481,Patriciahaven,VN,2023-02-26,low,24328.832021013135,high
CUST_02568,Jennifer,Ramirez,Jennifer Ramirez,1997-10-22,Female,huntmegan@carpenter.com,001-646-293-8823,Brownburgh,VN,2021-08-08,low,24993.248175635435,medium
CUST_02569,Amber,Monroe,Amber Monroe,1969-04-21,Male,lesliekelley@cortez.biz,610-604-6621x0098,Crawfordview,VN,2023-08-16,low,62339.47458013667,high
CUST_02570,Zachary,Moran,Zachary Moran,1980-06-01,Female,sean85@gmail.com,770-588-1752x160,Reynoldsside,VN,2022-12-10,low,20853.190268979324,high
CUST_02571,Kevin,Mitchell,Kevin Mitchell,1969-03-09,Female,smithkeith@hotmail.com,590-493-5037x9898,Mcleanmouth,VN,2024-08-28,low,6680.577643646693,medium
CUST_02572,Patty,Silva,Patty Silva,1971-11-17,Male,zmoran@gmail.com,(831)120-7458,East Robertton,VN,2024-08-05,low,55062.9177223122,high
CUST_02573,Michael,Jackson,Michael Jackson,1983-03-22,Female,dharris@murphy-parker.com,596.129.1218x75341,East Philip,VN,2024-02-01,high,20470.215439826752,medium
CUST_02574,Angela,Blackburn,Angela Blackburn,1976-08-20,Male,antoniorasmussen@yahoo.com,7794196612,Vanessafort,VN,2021-10-26,medium,72606.59063737496,low
CUST_02575,Patricia,Miller,Patricia Miller,1959-03-30,Female,scott26@hart.biz,659.215.0330x4738,New Rebecca,VN,2024-10-26,medium,40035.47894556726,medium
CUST_02576,Samantha,Hawkins,Samantha Hawkins,1981-11-26,Female,vincentturner@lynch.com,+1-378-993-9161,New Justintown,VN,2021-04-30,medium,76913.58510244101,high
CUST_02577,Emily,Hall,Emily Hall,1990-08-17,Male,shannonbradley@hotmail.com,177.477.9560x516,Wiseville,VN,2021-06-30,low,70516.87495489536,medium
CUST_02578,Jessica,Johnson,Jessica Johnson,1977-08-26,Female,robbinsrichard@hotmail.com,201-624-4111x9428,Warrenhaven,VN,2022-07-23,low,74829.15904474304,low
CUST_02579,Melissa,Olson,Melissa Olson,1975-04-16,Female,gbarr@smith.com,701-072-2196x43355,New Jose,VN,2022-04-29,medium,74364.11660147311,medium
CUST_02580,Peggy,Thompson,Peggy Thompson,1982-06-06,Female,moranmichael@smith.com,770.705.5176,Moorefurt,VN,2024-05-22,high,75533.34141005813,low
CUST_02581,Amy,Gonzalez,Amy Gonzalez,1956-03-26,Male,yjones@hotmail.com,784-146-9948x732,Thomasshire,VN,2021-07-13,medium,48931.73205379458,medium
CUST_02582,Wendy,Pittman,Wendy Pittman,1996-11-11,Male,charles79@gilbert.info,755-151-1914x65112,Mckinneyborough,VN,2021-02-22,high,68184.68282983602,medium
CUST_02583,John,Frank,John Frank,1976-03-17,Female,pjordan@yahoo.com,076.245.8443x85087,Michaelshire,VN,2023-06-08,medium,33224.517278172694,medium
CUST_02584,Justin,Hodges,Justin Hodges,1959-07-21,Female,harpermonica@hotmail.com,590.853.5704x5028,West Kevinfurt,VN,2024-10-25,high,74407.21352853962,high
CUST_02585,Karen,Pearson,Karen Pearson,1978-12-02,Female,rachelowens@moore.info,+1-933-090-8832,Higginsmouth,VN,2021-03-03,low,22718.80882035863,medium
CUST_02586,Jennifer,Thomas,Jennifer Thomas,2003-08-26,Male,xsexton@johnson.com,001-924-233-8005,North Robert,VN,2021-06-24,low,74450.93349525066,high
CUST_02587,Brett,Smith,Brett Smith,1975-06-04,Female,aliciaserrano@gmail.com,+1-527-489-5124x720,New Alexport,VN,2021-05-04,medium,14862.747270269896,high
CUST_02588,Anthony,Scott,Anthony Scott,1973-08-27,Female,dduran@hess-joseph.biz,+1-944-084-0923,Brittanyview,VN,2024-05-26,low,56127.2554987299,medium
CUST_02589,Steven,Walker,Steven Walker,1977-10-22,Male,vreese@yahoo.com,(355)758-5170x32596,Williamsport,VN,2021-11-26,medium,42539.343023323,medium
CUST_02590,Susan,Rogers,Susan Rogers,1992-07-25,Female,xwoods@yahoo.com,001-421-782-3173x07142,East Lisaland,VN,2024-09-18,high,40668.1318845074,high
CUST_02591,Kristy,Mathis,Kristy Mathis,1986-09-04,Male,rachelmoore@yahoo.com,339.438.8739x362,Port Kellyport,VN,2024-04-28,medium,67110.89400395568,high
CUST_02592,Richard,Pollard,Richard Pollard,1971-01-14,Male,cdunn@gmail.com,643.851.9719x2671,Victoriaborough,VN,2022-11-13,low,26419.954595380812,high
CUST_02593,Pamela,Meyer,Pamela Meyer,1990-10-12,Male,coreycastro@gmail.com,817-426-5938x228,Lake Jamesfurt,VN,2023-02-24,medium,30484.171942006396,high
CUST_02594,Andrew,Powell,Andrew Powell,1955-01-24,Female,donna63@gmail.com,499-403-1757,West Karen,VN,2023-05-26,low,37939.03953927722,high
CUST_02595,Robert,Barnes,Robert Barnes,1990-12-21,Male,katherineortega@alexander-ferguson.com,840.223.7962x7492,Jacobshire,VN,2021-08-15,low,16757.036011110926,high
CUST_02596,Stephen,Chambers,Stephen Chambers,1989-03-23,Male,hwalker@yahoo.com,001-159-972-6738x9996,North Lindsey,VN,2022-09-03,low,24570.32714570424,medium
CUST_02597,Olivia,Molina,Olivia Molina,1998-01-16,Female,rodneytaylor@yahoo.com,(080)093-9040x654,Nixonbury,VN,2024-12-05,low,55164.94120795357,high
CUST_02598,Michelle,Richardson,Michelle Richardson,1997-01-17,Female,hannah88@yahoo.com,283.224.3306,New Brianburgh,VN,2021-04-15,low,58399.20781113035,medium
CUST_02599,Robert,Warner,Robert Warner,2000-07-18,Female,brownashley@dixon.org,(019)380-8770,Smallborough,VN,2022-10-30,medium,24395.75131107985,high
CUST_02600,Nathan,Green,Nathan Green,1955-11-03,Female,ortizabigail@nunez.net,284-017-1567x87577,South Larry,VN,2022-09-17,low,75604.27877716525,high
CUST_02601,Danny,Barnes,Danny Barnes,1988-07-19,Male,jmichael@gmail.com,739.446.1249,Lake Stacy,VN,2024-07-29,high,67751.13597055642,high
CUST_02602,Christy,Garcia,Christy Garcia,1962-02-13,Female,mcleanjackson@hotmail.com,+1-656-889-2503x8139,Port Julie,VN,2022-03-02,medium,34116.4582762077,medium
CUST_02603,Patricia,Morgan,Patricia Morgan,1973-04-29,Male,christina02@yahoo.com,(353)143-1360,Barbarahaven,VN,2022-02-03,high,38981.12658002324,high
CUST_02604,Marie,Park,Marie Park,1988-10-26,Female,brittany10@hotmail.com,+1-498-584-1888x235,Malloryview,VN,2024-09-15,high,72472.91297840982,high
CUST_02605,Desiree,Harris,Desiree Harris,1967-08-13,Female,marshpatricia@gmail.com,(354)787-6150x64757,West Steven,VN,2023-08-10,medium,9813.49096882408,low
CUST_02606,Daisy,Davis,Daisy Davis,1966-12-29,Male,imaxwell@graham.com,001-088-269-8736x9490,Joshuahaven,VN,2022-12-15,low,68183.15597050221,high
CUST_02607,Nicole,Carroll,Nicole Carroll,1999-02-26,Male,kathryn75@hotmail.com,001-221-471-6084x523,East Carriechester,VN,2023-01-13,low,61951.57100585001,high
CUST_02608,Vincent,Francis,Vincent Francis,1971-04-18,Female,nicolethomas@yahoo.com,+1-036-771-0000,Matthewview,VN,2021-06-21,low,30054.40696842936,medium
CUST_02609,Misty,Vazquez,Misty Vazquez,1976-05-18,Female,paigeyoung@yahoo.com,001-602-786-8102x17076,Rickberg,VN,2023-05-09,medium,45735.436769755426,high
CUST_02610,Gabriel,Zimmerman,Gabriel Zimmerman,1970-01-09,Female,goldendonald@simpson.info,232.007.5715,Port Michaelmouth,VN,2022-11-18,low,64986.36237906634,medium
CUST_02611,Tammy,Deleon,Tammy Deleon,2000-05-30,Male,mthomas@olson.com,338.920.2205x8464,Lake Williamview,VN,2021-06-19,low,22240.46818274178,high
CUST_02612,Angela,Smith,Angela Smith,1955-10-03,Female,marcuswilson@wilson-blair.com,(682)123-9412,Mcguireburgh,VN,2021-06-21,medium,36011.835914864074,medium
CUST_02613,Douglas,Johnson,Douglas Johnson,1994-10-04,Male,gferguson@stanley.com,001-762-315-4658x9847,Blackwellchester,VN,2024-08-01,high,67956.19481070258,medium
CUST_02614,Stephanie,Weber,Stephanie Weber,1997-03-29,Female,plarson@gmail.com,397-503-3996,Levineville,VN,2023-02-11,medium,56567.1800675811,high
CUST_02615,Gabriela,Kerr,Gabriela Kerr,1997-08-03,Male,halldebra@hotmail.com,103.156.9254x647,Alvaradoshire,VN,2024-02-02,medium,13607.745563686012,medium
CUST_02616,David,Mitchell,David Mitchell,2005-12-31,Male,tkeller@hotmail.com,092.527.9830,Lake Jesse,VN,2024-10-19,medium,78153.07227110716,medium
CUST_02617,Jennifer,Potter,Jennifer Potter,1990-07-08,Female,kfernandez@hotmail.com,400-219-3189,Josemouth,VN,2024-04-06,low,56428.81303054082,high
CUST_02618,Yvonne,Turner,Yvonne Turner,2003-11-02,Male,melaniemullins@gmail.com,(588)169-2367,West Antonio,VN,2024-12-10,medium,7488.884697401492,high
CUST_02619,Cynthia,Mccullough,Cynthia Mccullough,1965-06-14,Female,alanfox@martin.com,486-599-8433x86835,Lake David,VN,2021-06-03,high,27998.917573259943,medium
CUST_02620,Paige,Campbell,Paige Campbell,1990-02-09,Male,kirk30@saunders-duke.net,001-562-399-0082x66308,Lyonsborough,VN,2024-09-13,low,29775.8133380673,high
